from_station,to_station,time_slot,departure_time,arrival_time,duration_min,num_sections,primary_category,line_name,intermediate_stops,stops_per_10min,has_transfer,transfer_station,transfer_wait_min,comfort_score,workability_class
Vevey,Montreux,20:00,2026-03-03T20:15:00+0100,2026-03-03T20:20:00+0100,5.0,1,RE,018431,0,0.0,False,,0,2,NOT_WORKABLE
Vevey,Montreux,20:00,2026-03-03T20:19:00+0100,2026-03-03T20:27:00+0100,8.0,1,R,024179,3,3.75,False,,0,1,MARGINAL
Vevey,Montreux,20:00,2026-03-03T20:30:00+0100,2026-03-03T20:36:00+0100,6.0,1,IR,001735,0,0.0,False,,0,3,NOT_WORKABLE
Vevey,Montreux,20:00,2026-03-03T20:46:00+0100,2026-03-03T20:51:00+0100,5.0,1,RE,018485,0,0.0,False,,0,2,NOT_WORKABLE
Vevey,Montreux,20:00,2026-03-03T20:49:00+0100,2026-03-03T20:58:00+0100,9.0,1,R,024281,3,3.33,False,,0,1,MARGINAL
Villeneuve VD,Aigle,08:00,2026-03-03T08:06:00+0100,2026-03-03T08:13:00+0100,7.0,1,R,024219,1,1.43,False,,0,1,NOT_WORKABLE
Villeneuve VD,Aigle,08:00,2026-03-03T08:26:00+0100,2026-03-03T08:32:00+0100,6.0,1,RE,018407,0,0.0,False,,0,2,NOT_WORKABLE
Villeneuve VD,Aigle,08:00,2026-03-03T08:30:00+0100,2026-03-03T08:36:00+0100,6.0,1,R,024121,0,0.0,False,,0,1,NOT_WORKABLE
Villeneuve VD,Aigle,08:00,2026-03-03T08:32:00+0100,2026-03-03T08:56:00+0100,24.0,1,B,011114,15,6.25,False,,0,1,MARGINAL
Villeneuve VD,Aigle,08:00,2026-03-03T08:56:00+0100,2026-03-03T09:02:00+0100,6.0,1,RE,018461,0,0.0,False,,0,2,NOT_WORKABLE
Villeneuve VD,Aigle,08:00,2026-03-03T09:05:00+0100,2026-03-03T09:12:00+0100,7.0,1,R,024223,1,1.43,False,,0,1,NOT_WORKABLE
Villeneuve VD,Aigle,12:00,2026-03-03T12:05:00+0100,2026-03-03T12:12:00+0100,7.0,1,R,024237,1,1.43,False,,0,1,NOT_WORKABLE
Villeneuve VD,Aigle,12:00,2026-03-03T12:26:00+0100,2026-03-03T12:32:00+0100,6.0,1,RE,018415,0,0.0,False,,0,2,NOT_WORKABLE
Villeneuve VD,Aigle,12:00,2026-03-03T12:32:00+0100,2026-03-03T12:39:00+0100,7.0,1,R,024141,1,1.43,False,,0,1,NOT_WORKABLE
Villeneuve VD,Aigle,12:00,2026-03-03T12:56:00+0100,2026-03-03T13:02:00+0100,6.0,1,RE,018469,0,0.0,False,,0,2,NOT_WORKABLE
Villeneuve VD,Aigle,12:00,2026-03-03T13:05:00+0100,2026-03-03T13:12:00+0100,7.0,1,R,024243,1,1.43,False,,0,1,NOT_WORKABLE
Villeneuve VD,Aigle,12:00,2026-03-03T13:26:00+0100,2026-03-03T13:32:00+0100,6.0,1,RE,018417,0,0.0,False,,0,2,NOT_WORKABLE
Villeneuve VD,Aigle,20:00,2026-03-03T20:05:00+0100,2026-03-03T20:12:00+0100,7.0,1,R,024277,1,1.43,False,,0,1,NOT_WORKABLE
Villeneuve VD,Aigle,20:00,2026-03-03T20:26:00+0100,2026-03-03T20:32:00+0100,6.0,1,RE,018431,0,0.0,False,,0,2,NOT_WORKABLE
Villeneuve VD,Aigle,20:00,2026-03-03T20:32:00+0100,2026-03-03T20:39:00+0100,7.0,1,R,024179,1,1.43,False,,0,1,NOT_WORKABLE
Villeneuve VD,Aigle,20:00,2026-03-03T20:56:00+0100,2026-03-03T21:02:00+0100,6.0,1,RE,018485,0,0.0,False,,0,2,NOT_WORKABLE
Villeneuve VD,Aigle,20:00,2026-03-03T21:05:00+0100,2026-03-03T21:12:00+0100,7.0,1,R,024281,1,1.43,False,,0,1,NOT_WORKABLE
Villeneuve VD,Aigle,20:00,2026-03-03T21:25:00+0100,2026-03-03T21:34:00+0100,9.0,1,R,024183,1,1.11,False,,0,1,MARGINAL
