tower_id,operator,technology,has_3g,has_4g,has_5g,power_class,station_type,is_indoor,E_LV95,N_LV95,lat_wgs84,lon_wgs84,source
TOWER_0001,Sunrise VD284-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2537953,1152616,46.521966,6.630026,BAKOM/geo.admin.ch (22.02.26)
TOWER_0002,Swisscom VGRA,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2500260,1126500,46.282514,6.144489,BAKOM/geo.admin.ch (22.02.26)
TOWER_0003,Sunrise GE088-4,"Technology 4G,5G",False,True,True,low,Outdoor > 6 Werp,False,2502435,1117266,46.199779,6.174634,BAKOM/geo.admin.ch (22.02.26)
TOWER_0004,Swisscom MONR,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2562655,1124198,46.268167,6.954223,BAKOM/geo.admin.ch (22.02.26)
TOWER_0005,Swisscom PREX,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2524510,1148327,46.482006,6.455551,BAKOM/geo.admin.ch (22.02.26)
TOWER_0006,Salt VS_2206A,"Technology 3G,4G,5G",True,True,True,high,Outdoor > 6 Werp,False,2559383,1129682,46.317308,6.911304,BAKOM/geo.admin.ch (22.02.26)
TOWER_0007,Sunrise GE269-2,"Technology 4G,5G",False,True,True,low,Outdoor > 6 Werp,False,2501918,1127238,46.289396,6.165842,BAKOM/geo.admin.ch (22.02.26)
TOWER_0008,Swisscom PMSJ,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2497766,1113744,46.167409,6.114926,BAKOM/geo.admin.ch (22.02.26)
TOWER_0009,Sunrise GE003-4,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2500990,1116840,46.195736,6.156007,BAKOM/geo.admin.ch (22.02.26)
TOWER_0010,Salt GE_0708B,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2495166,1112017,46.151476,6.081655,BAKOM/geo.admin.ch (22.02.26)
TOWER_0011,Sunrise VD034-3,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2536324,1154204,46.536097,6.608579,BAKOM/geo.admin.ch (22.02.26)
TOWER_0012,Salt VD_4586B,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2549035,1147416,46.476126,6.775015,BAKOM/geo.admin.ch (22.02.26)
TOWER_0013,Salt VS_0716B,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2565740,1117956,46.212182,6.994697,BAKOM/geo.admin.ch (22.02.26)
TOWER_0014,Swisscom LAPD,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2498339,1114511,46.174394,6.122177,BAKOM/geo.admin.ch (22.02.26)
TOWER_0015,Swisscom LSTM,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2538479,1152958,46.525091,6.636835,BAKOM/geo.admin.ch (22.02.26)
TOWER_0016,Sunrise VO237-1,Technology 4G,False,True,False,low,Indoor ≤ 6 Werp,True,2555156,1145201,46.456638,6.854929,BAKOM/geo.admin.ch (22.02.26)
TOWER_0017,Salt VD_1408A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2563664,1128678,46.308522,6.966962,BAKOM/geo.admin.ch (22.02.26)
TOWER_0018,Salt VD_3913B,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2526891,1151003,46.50634,6.486132,BAKOM/geo.admin.ch (22.02.26)
TOWER_0019,Salt VD_1851A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2555203,1145028,46.455085,6.855557,BAKOM/geo.admin.ch (22.02.26)
TOWER_0020,Swisscom SAVA,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2567693,1117296,46.206341,7.020049,BAKOM/geo.admin.ch (22.02.26)
TOWER_0021,Sunrise GE951-1,Technology 4G,False,True,False,low,Tunnel,False,2494800,1117980,46.205051,6.075578,BAKOM/geo.admin.ch (22.02.26)
TOWER_0022,Swisscom VMRM,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2554200,1146140,46.46502,6.842392,BAKOM/geo.admin.ch (22.02.26)
TOWER_0023,Swisscom PLOI,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2497348,1113499,46.165141,6.109569,BAKOM/geo.admin.ch (22.02.26)
TOWER_0024,Swisscom GLEV,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2497632,1119692,46.220886,6.11189,BAKOM/geo.admin.ch (22.02.26)
TOWER_0025,Salt VD_7089D,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2538232,1152515,46.521083,6.633676,BAKOM/geo.admin.ch (22.02.26)
TOWER_0026,Swisscom GELS,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2498211,1113290,46.163393,6.120786,BAKOM/geo.admin.ch (22.02.26)
TOWER_0027,Sunrise VD121-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2538254,1152885,46.524413,6.633913,BAKOM/geo.admin.ch (22.02.26)
TOWER_0028,Salt VD_5023A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2554623,1145637,46.460525,6.847948,BAKOM/geo.admin.ch (22.02.26)
TOWER_0029,Sunrise VD068-3,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2537300,1153389,46.528858,6.621412,BAKOM/geo.admin.ch (22.02.26)
TOWER_0030,Swisscom BLAR,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2505201,1136767,46.375575,6.206497,BAKOM/geo.admin.ch (22.02.26)
TOWER_0031,Salt GE_7416A,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2497281,1114125,46.170762,6.108564,BAKOM/geo.admin.ch (22.02.26)
TOWER_0032,Sunrise VD300-2,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2542200,1150950,46.50736,6.685579,BAKOM/geo.admin.ch (22.02.26)
TOWER_0033,Sunrise GE098-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2499662,1117032,46.197267,6.138766,BAKOM/geo.admin.ch (22.02.26)
TOWER_0034,Swisscom GEPP,"Technology 3G,4G,5G",True,True,True,low,Outdoor ≤ 6 Werp,False,2499904,1117162,46.198472,6.141872,BAKOM/geo.admin.ch (22.02.26)
TOWER_0035,Swisscom GJCA,Technology 5G,False,False,True,low,Outdoor > 6 Werp,False,2500388,1118911,46.214275,6.147769,BAKOM/geo.admin.ch (22.02.26)
TOWER_0036,Swisscom BASS,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2507375,1146892,46.466949,6.232726,BAKOM/geo.admin.ch (22.02.26)
TOWER_0037,Swisscom MOGO,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2526892,1151004,46.506349,6.486145,BAKOM/geo.admin.ch (22.02.26)
TOWER_0038,Swisscom GSOC,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2498558,1117825,46.204234,6.124294,BAKOM/geo.admin.ch (22.02.26)
TOWER_0039,Sunrise VD091-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2540214,1151350,46.510784,6.659654,BAKOM/geo.admin.ch (22.02.26)
TOWER_0040,Sunrise GE002-4,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2501510,1117960,46.205886,6.162506,BAKOM/geo.admin.ch (22.02.26)
TOWER_0041,Sunrise VD593-1,Technology 4G,False,True,False,medium,Outdoor > 6 Werp,False,2523326,1147721,46.47642,6.440234,BAKOM/geo.admin.ch (22.02.26)
TOWER_0042,Sunrise GE094-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2499258,1117588,46.202207,6.133413,BAKOM/geo.admin.ch (22.02.26)
TOWER_0043,Swisscom NYNO,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2507808,1138576,46.39221,6.240016,BAKOM/geo.admin.ch (22.02.26)
TOWER_0044,Sunrise VD510-8,"Technology 4G,5G",False,True,True,high,Outdoor > 6 Werp,False,2501819,1144296,46.442808,6.160954,BAKOM/geo.admin.ch (22.02.26)
TOWER_0045,Salt VD_2298A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2537537,1154662,46.540331,6.624329,BAKOM/geo.admin.ch (22.02.26)
TOWER_0046,Swisscom GEPQ,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2500477,1118790,46.2132,6.148948,BAKOM/geo.admin.ch (22.02.26)
TOWER_0047,Sunrise VD758-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2537789,1151322,46.510311,6.628063,BAKOM/geo.admin.ch (22.02.26)
TOWER_0048,Swisscom GBAL,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2497745,1119486,46.21905,6.113399,BAKOM/geo.admin.ch (22.02.26)
TOWER_0049,Swisscom LAMN,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2497364,1116566,46.192729,6.109103,BAKOM/geo.admin.ch (22.02.26)
TOWER_0050,Sunrise VD155-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2535093,1153279,46.527658,6.592664,BAKOM/geo.admin.ch (22.02.26)
TOWER_0051,Sunrise VD003-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2538400,1151652,46.513336,6.63598,BAKOM/geo.admin.ch (22.02.26)
TOWER_0052,Sunrise FR241-1,"Technology 4G,5G",False,True,True,high,Outdoor > 6 Werp,False,2563141,1151047,46.509712,6.958396,BAKOM/geo.admin.ch (22.02.26)
TOWER_0053,Swisscom MONO,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2527738,1151707,46.512765,6.497056,BAKOM/geo.admin.ch (22.02.26)
TOWER_0054,Sunrise GE974-1,"Technology 4G,5G",False,True,True,low,Tunnel,False,2494272,1120758,46.229955,6.06811,BAKOM/geo.admin.ch (22.02.26)
TOWER_0055,Swisscom LMTL,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2536323,1152517,46.520922,6.608799,BAKOM/geo.admin.ch (22.02.26)
TOWER_0056,Sunrise VD250-1,Technology 4G,False,True,False,low,Indoor ≤ 6 Werp,True,2532950,1152790,46.523049,6.564806,BAKOM/geo.admin.ch (22.02.26)
TOWER_0057,Salt GE_3007H,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2495161,1121096,46.233134,6.079555,BAKOM/geo.admin.ch (22.02.26)
TOWER_0058,Salt VD_2226A,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2509812,1141501,46.418791,6.265498,BAKOM/geo.admin.ch (22.02.26)
TOWER_0059,Swisscom BOBO,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2502265,1133656,46.347173,6.168997,BAKOM/geo.admin.ch (22.02.26)
TOWER_0060,Swisscom TOCA,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2526142,1150073,46.497893,6.476523,BAKOM/geo.admin.ch (22.02.26)
TOWER_0061,Sunrise GE010-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2498889,1115858,46.186592,6.129007,BAKOM/geo.admin.ch (22.02.26)
TOWER_0062,Sunrise GE060-5,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2500229,1118179,46.207668,6.145865,BAKOM/geo.admin.ch (22.02.26)
TOWER_0063,Swisscom ROLC,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2515678,1145822,46.458421,6.341005,BAKOM/geo.admin.ch (22.02.26)
TOWER_0064,Swisscom PSTM,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2496759,1113450,46.164611,6.101955,BAKOM/geo.admin.ch (22.02.26)
TOWER_0065,Swisscom LSNF,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2538215,1152311,46.519246,6.633481,BAKOM/geo.admin.ch (22.02.26)
TOWER_0066,Swisscom MOSJ,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2528624,1152185,46.517159,6.508526,BAKOM/geo.admin.ch (22.02.26)
TOWER_0067,Salt VD_7014C,"Technology 3G,4G,5G",True,True,True,high,Outdoor > 6 Werp,False,2523981,1152407,46.518645,6.447992,BAKOM/geo.admin.ch (22.02.26)
TOWER_0068,Swisscom LCHS,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2539047,1151592,46.512855,6.644418,BAKOM/geo.admin.ch (22.02.26)
TOWER_0069,SBB VVO-VV-01838,Technology 2G,False,False,False,low,Outdoor > 6 Werp,False,2554264,1145920,46.463046,6.843247,BAKOM/geo.admin.ch (22.02.26)
TOWER_0070,Swisscom GSAC,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2500029,1113114,46.162082,6.144356,BAKOM/geo.admin.ch (22.02.26)
TOWER_0071,Swisscom CRNB,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2492665,1121115,46.232911,6.047201,BAKOM/geo.admin.ch (22.02.26)
TOWER_0072,Salt GE_0036H,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2501142,1115744,46.185901,6.158208,BAKOM/geo.admin.ch (22.02.26)
TOWER_0073,Salt GE_7627A,Technology 4G,False,True,False,low,Indoor ≤ 6 Werp,True,2498436,1119767,46.221682,6.122292,BAKOM/geo.admin.ch (22.02.26)
TOWER_0074,Swisscom GADX,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2501400,1116340,46.191299,6.161423,BAKOM/geo.admin.ch (22.02.26)
TOWER_0075,Swisscom CPNO,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2504292,1130615,46.320112,6.19595,BAKOM/geo.admin.ch (22.02.26)
TOWER_0076,Swisscom THJE,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2504551,1116210,46.190584,6.202259,BAKOM/geo.admin.ch (22.02.26)
TOWER_0077,Salt VD_7817A,Technology 4G,False,True,False,low,Indoor ≤ 6 Werp,True,2560721,1140388,46.413693,6.927771,BAKOM/geo.admin.ch (22.02.26)
TOWER_0078,Salt GE_7549A,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2498960,1121814,46.240173,6.128639,BAKOM/geo.admin.ch (22.02.26)
TOWER_0079,Sunrise GE815-1,"Technology 4G,5G",False,True,True,low,Outdoor > 6 Werp,False,2500318,1118976,46.214849,6.146848,BAKOM/geo.admin.ch (22.02.26)
TOWER_0080,Sunrise VD100-1,Technology 4G,False,True,False,low,Outdoor > 6 Werp,False,2534607,1154394,46.537641,6.586172,BAKOM/geo.admin.ch (22.02.26)
TOWER_0081,Swisscom ECSP,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2532799,1154125,46.535042,6.562644,BAKOM/geo.admin.ch (22.02.26)
TOWER_0082,Swisscom LEPC,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2533080,1152500,46.520453,6.566542,BAKOM/geo.admin.ch (22.02.26)
TOWER_0083,Swisscom NCHC,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2506230,1137695,46.384067,6.219681,BAKOM/geo.admin.ch (22.02.26)
TOWER_0084,Swisscom PLSA,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2498753,1112498,46.156351,6.127973,BAKOM/geo.admin.ch (22.02.26)
TOWER_0085,Swisscom GAEL,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2499677,1119596,46.22033,6.13841,BAKOM/geo.admin.ch (22.02.26)
TOWER_0086,Swisscom CAPV,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2499130,1115687,46.18509,6.132165,BAKOM/geo.admin.ch (22.02.26)
TOWER_0087,Salt GE_2235A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2496677,1120023,46.223717,6.099442,BAKOM/geo.admin.ch (22.02.26)
TOWER_0088,Swisscom SMSM,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2566205,1119840,46.229152,7.000586,BAKOM/geo.admin.ch (22.02.26)
TOWER_0089,Sunrise VD543-5,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2502691,1130467,46.318551,6.175197,BAKOM/geo.admin.ch (22.02.26)
TOWER_0090,Swisscom RELO,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2535271,1153179,46.526776,6.594998,BAKOM/geo.admin.ch (22.02.26)
TOWER_0091,Swisscom BXCH,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2566698,1120284,46.233171,7.006944,BAKOM/geo.admin.ch (22.02.26)
TOWER_0092,Salt GE_3089B,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2501661,1127404,46.290851,6.162473,BAKOM/geo.admin.ch (22.02.26)
TOWER_0093,Sunrise VD484-2,Technology 4G,False,True,False,medium,Outdoor > 6 Werp,False,2508736,1138477,46.391446,6.252099,BAKOM/geo.admin.ch (22.02.26)
TOWER_0094,Sunrise GE063-5,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2503117,1120096,46.225332,6.182882,BAKOM/geo.admin.ch (22.02.26)
TOWER_0095,Swisscom LSVL,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2536635,1153177,46.526889,6.612774,BAKOM/geo.admin.ch (22.02.26)
TOWER_0096,Swisscom CAUT,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2500696,1115476,46.183425,6.152489,BAKOM/geo.admin.ch (22.02.26)
TOWER_0097,Salt GE_4613B,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2499085,1118085,46.206652,6.131065,BAKOM/geo.admin.ch (22.02.26)
TOWER_0098,Salt VD_7069A,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2538263,1152556,46.521455,6.634074,BAKOM/geo.admin.ch (22.02.26)
TOWER_0099,Sunrise GE092-3,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2497367,1119761,46.221466,6.108441,BAKOM/geo.admin.ch (22.02.26)
TOWER_0100,Sunrise GC247-1,Technology 4G,False,True,False,low,Indoor ≤ 6 Werp,True,2497540,1121036,46.23296,6.110403,BAKOM/geo.admin.ch (22.02.26)
TOWER_0101,Salt VD_3963A,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2538179,1151367,46.510752,6.633138,BAKOM/geo.admin.ch (22.02.26)
TOWER_0102,Sunrise VD901-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2539009,1153299,46.528206,6.643697,BAKOM/geo.admin.ch (22.02.26)
TOWER_0103,Swisscom VETD,Technology 4G,False,True,False,low,Tunnel,False,2504180,1121570,46.238742,6.196355,BAKOM/geo.admin.ch (22.02.26)
TOWER_0104,Salt VD_4537A,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2502485,1137102,46.378199,6.171131,BAKOM/geo.admin.ch (22.02.26)
TOWER_0105,Sunrise VD561-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2507770,1137141,46.379297,6.239807,BAKOM/geo.admin.ch (22.02.26)
TOWER_0106,Salt VD_0737D,"Technology 3G,4G,5G",True,True,True,high,Outdoor > 6 Werp,False,2524330,1151439,46.509978,6.452698,BAKOM/geo.admin.ch (22.02.26)
TOWER_0107,Swisscom VECL,"Technology 3G,4G",True,True,False,low,Outdoor ≤ 6 Werp,False,2554557,1145630,46.460457,6.84709,BAKOM/geo.admin.ch (22.02.26)
TOWER_0108,Sunrise GE071-3,"Technology 4G,5G",False,True,True,low,Outdoor > 6 Werp,False,2500030,1115315,46.181878,6.143899,BAKOM/geo.admin.ch (22.02.26)
TOWER_0109,Sunrise VD422-2,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2560560,1141395,46.422742,6.925591,BAKOM/geo.admin.ch (22.02.26)
TOWER_0110,Salt VD_7610A,Technology 4G,False,True,False,low,Indoor ≤ 6 Werp,True,2537157,1152679,46.522458,6.619645,BAKOM/geo.admin.ch (22.02.26)
TOWER_0111,Sunrise GE405-2,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2498585,1110986,46.142726,6.126126,BAKOM/geo.admin.ch (22.02.26)
TOWER_0112,Swisscom GEPX,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2497740,1121130,46.233836,6.112974,BAKOM/geo.admin.ch (22.02.26)
TOWER_0113,Sunrise VD413-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2560049,1137137,46.384409,6.91931,BAKOM/geo.admin.ch (22.02.26)
TOWER_0114,Swisscom GEAC,"Technology 3G,4G,5G",True,True,True,low,Tunnel,False,2497550,1120840,46.231199,6.110575,BAKOM/geo.admin.ch (22.02.26)
TOWER_0115,Salt GE_1812A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2504352,1117453,46.201736,6.199427,BAKOM/geo.admin.ch (22.02.26)
TOWER_0116,Swisscom THOG,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2504750,1116395,46.192276,6.204799,BAKOM/geo.admin.ch (22.02.26)
TOWER_0117,Swisscom PUCB,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2540725,1153049,46.526112,6.666094,BAKOM/geo.admin.ch (22.02.26)
TOWER_0118,Swisscom NHUB,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2505965,1139404,46.399401,6.215891,BAKOM/geo.admin.ch (22.02.26)
TOWER_0119,Salt GE_3029B,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2500954,1123628,46.256785,6.154102,BAKOM/geo.admin.ch (22.02.26)
TOWER_0120,Swisscom GBEU,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2498647,1117930,46.205192,6.125424,BAKOM/geo.admin.ch (22.02.26)
TOWER_0121,Swisscom CRZA,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2502787,1136379,46.37174,6.175208,BAKOM/geo.admin.ch (22.02.26)
TOWER_0122,Sunrise GE304-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2510195,1121310,46.237232,6.274376,BAKOM/geo.admin.ch (22.02.26)
TOWER_0123,Sunrise VD132-3,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2536899,1151510,46.511919,6.616442,BAKOM/geo.admin.ch (22.02.26)
TOWER_0124,Salt VD_6007A,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2537772,1151213,46.509329,6.627857,BAKOM/geo.admin.ch (22.02.26)
TOWER_0125,Salt GE_4637G,"Technology 3G,4G",True,True,False,low,Outdoor > 6 Werp,False,2500995,1117267,46.199578,6.155982,BAKOM/geo.admin.ch (22.02.26)
TOWER_0126,SBB CABS-GEPF-06627,Technology 2G,False,False,False,low,Outdoor > 6 Werp,False,2499057,1115161,46.180348,6.131333,BAKOM/geo.admin.ch (22.02.26)
TOWER_0127,Swisscom LMET,"Technology 3G,4G,5G",True,True,True,low,Indoor ≤ 6 Werp,True,2537700,1152700,46.522698,6.626718,BAKOM/geo.admin.ch (22.02.26)
TOWER_0128,Swisscom LSOY,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2537407,1151479,46.511687,6.623065,BAKOM/geo.admin.ch (22.02.26)
TOWER_0129,Swisscom PRGI,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2508690,1140193,46.406875,6.251164,BAKOM/geo.admin.ch (22.02.26)
TOWER_0130,Swisscom VEHV,Technology 4G,False,True,False,low,Outdoor ≤ 6 Werp,False,2554515,1145550,46.459735,6.846551,BAKOM/geo.admin.ch (22.02.26)
TOWER_0131,Swisscom LAVD,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2536013,1151689,46.513445,6.604874,BAKOM/geo.admin.ch (22.02.26)
TOWER_0132,Swisscom CLLV,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2555476,1147404,46.476477,6.858882,BAKOM/geo.admin.ch (22.02.26)
TOWER_0133,Swisscom BPFL,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2521042,1146520,46.465352,6.410702,BAKOM/geo.admin.ch (22.02.26)
TOWER_0134,Swisscom LSSV,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2540205,1154796,46.54178,6.659091,BAKOM/geo.admin.ch (22.02.26)
TOWER_0135,SBB PU-LTY-00252,Technology 2G,False,False,False,low,Outdoor ≤ 6 Werp,False,2540205,1151353,46.51081,6.659536,BAKOM/geo.admin.ch (22.02.26)
TOWER_0136,Swisscom VPEA,"Technology 3G,4G",True,True,False,low,Indoor ≤ 6 Werp,True,2496875,1119461,46.218693,6.102131,BAKOM/geo.admin.ch (22.02.26)
TOWER_0137,Swisscom NYMA,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2507759,1137877,46.385916,6.239518,BAKOM/geo.admin.ch (22.02.26)
TOWER_0138,Sunrise VD465-1,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2554388,1145705,46.46112,6.844883,BAKOM/geo.admin.ch (22.02.26)
TOWER_0139,Sunrise VD406-4,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2556990,1147540,46.477799,6.878583,BAKOM/geo.admin.ch (22.02.26)
TOWER_0140,Swisscom LADU,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2537150,1151748,46.514083,6.61968,BAKOM/geo.admin.ch (22.02.26)
TOWER_0141,Salt GE_0014C,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2499908,1117283,46.199561,6.141898,BAKOM/geo.admin.ch (22.02.26)
TOWER_0142,Salt GE_1066A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2498494,1114401,46.173428,6.124208,BAKOM/geo.admin.ch (22.02.26)
TOWER_0143,Swisscom GCHB,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2496165,1114040,46.169826,6.094135,BAKOM/geo.admin.ch (22.02.26)
TOWER_0144,Sunrise VD712-2,"Technology 4G,5G",False,True,True,medium,Outdoor > 6 Werp,False,2535403,1153327,46.52812,6.596697,BAKOM/geo.admin.ch (22.02.26)
TOWER_0145,Salt GE_4716B,"Technology 3G,4G",True,True,False,medium,Outdoor > 6 Werp,False,2503373,1113542,46.166419,6.187553,BAKOM/geo.admin.ch (22.02.26)
TOWER_0146,Swisscom CRGE,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2501531,1124365,46.263498,6.161428,BAKOM/geo.admin.ch (22.02.26)
TOWER_0147,Sunrise VD257-1,Technology 4G,False,True,False,low,Indoor ≤ 6 Werp,True,2537643,1152348,46.519526,6.626023,BAKOM/geo.admin.ch (22.02.26)
TOWER_0148,Salt GE_0024A,"Technology 3G,4G,5G",True,True,True,medium,Outdoor > 6 Werp,False,2499460,1115565,46.184042,6.136465,BAKOM/geo.admin.ch (22.02.26)
