stop_name,lat_wgs84,lon_wgs84,station_id,gtfs_stop_ids
"Avully, Gennecy",46.168116,5.996012,,8592630:K
"Avully, village",46.169569,6.001104,,8587031:G
"Avully, Printanière",46.173491,6.005543,,8592629:P
"Avully, Touvière",46.175121,5.997925,,8592631:C
"La Plaine, douane",46.177652,5.991628,,8594947:K
"Challex, Les Baraques (F)",46.176452,5.985969,,1401656:O
"Challex, Gaillardin",46.178806,5.984708,,1401655:N
"Challex, Fontanettes",46.181042,5.982291,,1401654:O
"Challex, Corbière",46.179257,5.976485,,1401652:R
"Challex, Poizat",46.181161,5.974776,,1401650:S
"Challex, église",46.183313,5.976298,,1401651:U
"Challex, La Halle",46.182035,5.972822,,1401649:V
"Challex, école",46.179038,5.968603,,1401647:W
"Vernier, CO Renard",46.196216,6.093883,,8593147:L
"Vernier, Verseuse",46.195539,6.096524,,8593178:J
"Vernier, Campanules",46.196508,6.099169,,8593148:H
"Vernier, Sellieres",46.197971,6.101167,,8593170:F
"Vernier, Aïre",46.201099,6.103164,,8593137:E
"Vernier, Grand-Champ",46.202571,6.101393,,8593159:A
"Vernier, Lignon Cité",46.203802,6.098249,,8593154:T
"Vernier, Lignon Tours",46.200766,6.093337,,8593173:Y
"Vernier, Barde",46.206687,6.098867,,8593142:R
"Vernier, SIG Lignon",46.20616,6.103571,,8593171:H
"Vernier, Usine à gaz",46.205765,6.108258,,8593174:J
"Vernier, Avenue de l'Ain",46.206019,6.109949,,8593138:B
"Vernier, Libellules",46.208672,6.107578,,8593162:F
"Vernier, Ecu",46.209869,6.105294,,8593157:V
"Vernier, Bois-des-Frères",46.212224,6.105132,,8593144:M
"Vernier, Châtelaine",46.211226,6.11279,,8593152:U
"Genève, Les Ouches",46.210056,6.117886,,8595020:S
"Genève, Joli-Mont",46.221866,6.117145,,8592845:E
"Genève, Riant-Parc",46.221584,6.119174,,8592893:F
"Genève, Intercontinental",46.224377,6.133807,,8592840:L
"Genève, Ariana",46.224984,6.136311,,8511616:Q
"Genève, Nations",46.222301,6.139144,,8587058:A
"Genève, Mervelet",46.219529,6.122908,,8592855:R
"Genève, Collège Rousseau",46.218187,6.121084,,8592809:G
"Russin, La Chaumaz",46.204646,6.002276,,8593088:M
"Russin, Les Baillets",46.207147,5.997311,,8593089:K
"Dardagny, Malval chapelle",46.209907,5.993416,,8595950:I
"Dardagny, Malval Centre Nature",46.216266,5.996192,,8595951:S
"Dardagny, Malval hameau",46.210984,5.989265,,8592771:Q
"Dardagny, Essertines",46.205201,5.98732,,8592766:O
"Dardagny, Le Roulave",46.201309,5.981298,,8503419:T
"Dardagny, Route de Malval",46.199772,5.984925,,8508036:W
"Dardagny, douane",46.196167,5.992113,,8508038:Y
"Genève, Philosophes",46.196723,6.146194,,8592881:V
"Genève, Plainpalais",46.198038,6.142815,,8587907:F
"Genève, Sainte-Clotilde",46.199808,6.132827,,8592908:G
"Genève, Seujet",46.20395,6.132339,,8592904:Q
"Genève, Musée Voltaire",46.20718,6.133907,,8592869:F
"Vernier, De-Sauvage",46.213649,6.10314,,8593161:T
"Vernier, gare/Renfile",46.219248,6.095822,,8593169:G
"Genève-Aéroport, Grand-Hangar",46.224414,6.099739,,8593012:G
"Genève-Aéroport, ICC",46.22626,6.101366,,8593014:I
"Grand-Saconnex,Palexpo-Halle 7",46.235877,6.115884,,8592937:X
"Grand-Saconnex, Fret",46.238203,6.118524,,8592943:N
"Onex, Galeries du Loup",46.185213,6.101422,,8593033:H
"Onex, Maison Onésienne",46.189558,6.101337,,8593037:T
"Onex, Bois Carrien",46.191206,6.100505,,8593032:V
"Onex, marché",46.192103,6.103307,,8593038:Z
"Petit-Lancy, De-Ternier",46.193635,6.107601,,8592976:N
"Petit-Lancy, Chemin du Bac",46.194538,6.11216,,8592978:R
"Vernier, Pont-Butin",46.204109,6.108921,,8593167:W
"Vernier, Château-Bloch",46.208891,6.099499,,8593151:Q
"Carouge GE, Gavard",46.185356,6.135661,,8592667:L
"Carouge GE, Mouettes",46.188639,6.137098,,8592680:U
"Genève, Epinettes",46.19074,6.13596,,8592822:K
"Genève, Acacias",46.192638,6.138298,,8592774:F
"Genève, Maison de la Paix",46.220028,6.145653,,8592825:X
"Genève, Butini",46.216734,6.147909,,8592795:D
"Genève, Môle",46.213153,6.145493,,8592863:Z
"Genève, Vieusseux",46.215033,6.125204,,8592922:O
"Meyrin, Sainte-Cécile",46.235428,6.083287,,8593019:W
"Meyrin, mairie",46.233462,6.080355,,8595028:T
"Meyrin, Forumeyrin",46.230595,6.080957,,8593010:L
"Meyrin, Jardin-Alpin-Vivarium",46.225819,6.083193,,8593015:X
"Bellevue GE, Valavran",46.256744,6.139397,,8592649:A
"Bellevue GE, Colovrex",46.256155,6.133246,,8587048:J
"Bellevue GE, Ermitage",46.250179,6.130255,,8592645:F
"Grand-Saconnex, Le Nant",46.246516,6.128554,,8592647:B
"Grand-Saconnex, Taverney",46.230604,6.117267,,8592952:Y
"Grand-Saconnex, Attenville",46.227831,6.114083,,8592936:S
"Grand-Saconnex, Corbillettes",46.225256,6.111631,,8592939:Q
"Grand-Saconnex, Massettes",46.22343,6.113957,,8592948:O
"Vernier, gare/Croisette",46.21906,6.092885,,8593155:I
"Vernier, Champ-Claude",46.217808,6.088529,,8593150:O
"Vernier, école",46.216581,6.085675,,8593175:Q
"Vernier, Bois-Chébé",46.206973,6.073114,,8593143:W
"Vernier, Parfumerie",46.205333,6.076135,,8593166:Z
"Onex, cité",46.188678,6.099725,,8593030:S
"Petit-Lancy, Morgines",46.192559,6.109915,,8592986:J
"Petit-Lancy, Bossons",46.190545,6.112271,,8592975:G
"Petit-Lancy, place",46.190394,6.119334,,8587082:U
"Lancy-Pont-Rouge, gare",46.188101,6.124633,,8589098:D
"Lancy-Pont-Rouge, gare/Etoile",46.187584,6.127628,,8592679:H
"Bernex, Cressy",46.182289,6.088276,,8592755:Q
"Confignon, Berthet",46.183229,6.090908,,8592757:P
"Onex, Vallet",46.184966,6.090956,,8593031:X
"Onex, La Traille",46.184376,6.094338,,8593029:Z
"Onex, Duret",46.187205,6.104502,,8593043:R
"Onex, Gros-Chêne",46.190133,6.103329,,8593035:X
"Petit-Lancy, Cimetière St-G.",46.197059,6.115377,,8592979:B
"Petit-Lancy, Les Marbriers",46.196477,6.117917,,8592997:D
"Petit-Lancy, Claire-Vue",46.195493,6.122281,,8592980:F
"Genève, Musée d'ethnographie",46.197806,6.13627,,8592868:K
"Genève, Parc Plage Eaux-Vives",46.209372,6.167464,,8592876:F
"Genève, Mont-Blanc",46.207346,6.146992,,8592864:H
"Genève, Chantepoulet",46.208155,6.143551,,8592801:Q
"Saint-Julien, Hutins",46.148418,6.086269,,1401797:T
"Saint-Julien, douane",46.15075,6.089033,,1401004:R
"Perly, douane",46.152353,6.091,,8593046:P
"Perly, Ravières",46.155037,6.09426,,8595034:H
"Plan-les-Ouates, Arare",46.165406,6.111368,,8593050:T
"Genève, Queue-d'Arve",46.196067,6.12881,,8592891:X
"Genève, Palladium",46.20302,6.133566,,8592874:S
"Genève, Stand",46.203687,6.139887,,8592906:J
"Plan-les-Ouates, Bellins",46.16384,6.129003,,8593053:R
"Plan-les-Ouates, Serves",46.166969,6.132773,,8593068:B
"Grand-Lancy, Mairie de Lancy",46.184089,6.121832,,8587902:Q
"Grand-Lancy, Place du 1er-Août",46.181952,6.120653,,8592983:L
"Grand-Lancy, Burgy",46.18052,6.113206,,8592985:W
"Onex, Genévrière",46.179854,6.108822,,8593034:S
"Onex, Belle-Cour",46.17948,6.104993,,8593028:Q
"Onex, Montesquiou",46.180899,6.106068,,8593039:O
"Onex, Rochette",46.182742,6.102125,,8593042:E
"Confignon, Bains de Cressy",46.185522,6.087769,,8592754:R
"Bernex, Blanchards",46.197934,6.079985,,8592651:P
"Bernex, Aigues-Vertes",46.199126,6.074938,,8587901:R
"Bernex, Chèvres",46.199605,6.076249,,8592654:Q
"Bernex, Loëx Lanance",46.198954,6.083302,,8592655:N
"Bernex, Loëx Hôpital",46.198804,6.085806,,8587903:O
"Satigny, Nant-d'Avril",46.225726,6.056891,,8504812:N
"Satigny, Pré-de-la-Fontaine",46.224247,6.055319,,8593099:I
"Satigny, Bergère",46.223855,6.057061,,8504813:L
"Satigny, Les Maladières",46.22317,6.05921,,8593096:G
"Meyrin, Kammacher",46.222918,6.068682,,8512054:K
"Meyrin, gare",46.221425,6.076196,,8595029:H
"Vernier, Signal",46.220028,6.085071,,8595052:L
"Bernex, Vailly",46.174996,6.060763,,8508134:G
"Soral, douane",46.137057,6.036167,,8510608:D
"Viry, P+R (F)",46.130021,6.030476,,1401846:A
"Viry, église",46.118733,6.037286,,1401843:A
"Soral, Bois-de-By",46.14011,6.040521,,8511716:L
"Vernier, Etang Place",46.216421,6.1046,,8508108:F
"Vernier, Etang Casa-Bamba",46.218926,6.102965,,8508109:G
"Grand-Saconnex, Tunnel Routier",46.243275,6.122964,,8592953:M
"Genève, poste",46.212933,6.141234,,8592888:T
"Genève, Valais",46.216694,6.141274,,8592916:A
"Genève, Varembé",46.220776,6.140256,,8592917:T
"Genève, Appia",46.226553,6.137279,,8588196:N
"Genève, OMS-BIT",46.230996,6.133939,,8587904:L
"Ferney, Poterie (F)",46.252169,6.116719,,1401736:J
"Ferney, centre",46.258058,6.113407,,1401732:L
"Ornex, Les Roussets",46.263613,6.102743,,1401768:T
"Ornex, Prénépla",46.2696,6.098535,,1401769:A
"Ornex, Fruitière",46.272443,6.09622,,1401767:D
"Maconnex, Arcades",46.285211,6.085716,,1402569:F
"Ségny, centre",46.295549,6.076218,,1401800:H
"Cessy, centre",46.314358,6.066713,,1401678:K
"Tougin, Hôpital",46.325082,6.057231,,1401811:Q
"Gex, Vertes Campagnes",46.3262,6.055178,,1402568:S
"Ferney, château",46.260242,6.107574,,1401735:K
"Ferney, mairie",46.255642,6.108115,,1400679:A
"Cessy, Saint-Denis",46.318732,6.069869,,1401682:N
"Cessy, Les Hauts",46.325197,6.065114,,1401679:O
"Cessy, Côte du Moralay",46.318041,6.071511,,1401684:M
"Ferney, Avenue de Vessy",46.263072,6.112509,,1402566:W
"Ferney, Lycée",46.263529,6.115165,,1401739:R
"Ferney, Levant",46.260482,6.114935,,1401738:P
"Ferney, Planche-Brulée",46.255103,6.100565,,1401740:F
"Prévessin, Terraillet",46.255465,6.095488,,1401783:H
"Prévessin, Hauts-de-Magny",46.254751,6.087549,,1401779:Y
"Prévessin-Moëns, mairie",46.254433,6.081023,,1401005:W
"Prévessin, Collège Le Joran",46.255621,6.073161,,1401778:U
"Prévessin, CERN",46.254208,6.059759,,1401782:S
"Saint-Genis, Schuman",46.242652,6.034701,,1401793:C
"Saint-Genis, théâtre",46.242528,6.022567,,1401794:I
"Saint-Genis, Clos des Vignes",46.240613,6.016276,,1401789:J
"Thoiry, Pôle Emploi",46.237748,6.011631,,1401809:P
"Thoiry, Centre commercial",46.227118,5.992482,,1401257:N
"Grand-Saconnex, P+R",46.239608,6.123357,,8592949:P
"Grand-Saconnex, Susette",46.23792,6.123614,,8592951:L
"Bellevue GE, Vieux-Valavran",46.259708,6.145202,,8592934:
"Genthod, Pierre-Grise",46.261101,6.147953,,8503085:
"Genthod, village",46.264771,6.155436,,8587064:
"Genthod, La Pralay",46.268609,6.158347,,8592932:
"Genthod, Malagny",46.271166,6.159057,,8592933:
"Versoix, La Pelotière",46.274437,6.164326,,8593187:
"Versoix, La Scie",46.274662,6.168303,,8593186:
"Versoix, bourg",46.27718,6.167414,,8593191:
"Versoix, gare",46.279736,6.165264,,8587095:
"Versoix, Lachenal",46.283744,6.163108,,8593181:
"Versoix, Argand",46.286131,6.160646,,8593182:
"Pont-Céard, gare",46.287689,6.163018,,8593189:
"Versoix, Port Choiseul",46.288749,6.165742,,8593190:
"Versoix, Montfleury",46.291388,6.163512,,8593188:
"Versoix, Collège du Léman",46.290662,6.156244,,8595665:
"Versoix, Ecogia",46.291811,6.154106,,8593185:
"Versoix, Centre sportif",46.29568,6.155715,,8593183:
"Versoix, Nant-de-Crève-Coeur",46.274707,6.160853,,8508290:F
"Versoix, Machefer",46.272357,6.141229,,8503046:G
"Collex, Emery",46.270202,6.128368,,8511614:C
"Collex, école",46.272,6.125396,,8592720:R
"Collex, centre",46.270033,6.122343,,8587044:N
"Collex, La Prêle",46.267623,6.124776,,8592721:L
"Collex, Vireloup",46.263538,6.124986,,8592723:H
"Bellevue GE, Planet",46.258213,6.127552,,8592648:F
"Meyrin, Citadelle",46.234903,6.096766,,8511624:J
"Meyrin, Stierlin",46.238323,6.092932,,8511627:I
"Meyrin, Marais-Long",46.236576,6.090025,,8511626:N
"Meyrin, Vaudagne",46.233122,6.077796,,8593022:Q
"Meyrin, Maillard",46.228591,6.065101,,8595026:R
"Meyrin, Veyrot",46.227006,6.061706,,8593025:O
"Satigny, Pré-Bouvier",46.222303,6.054501,,8595041:F
"Satigny, ZIMEYSA Ouest",46.220927,6.052359,,8595952:D
"Satigny, Bourdigny-Dessous",46.223389,6.038951,,8595040:G
"Satigny, Champ Magnin",46.216801,6.036086,,8507416:Y
"Meyrin, Marcinhes",46.224164,6.0641,,8512055:S
"Satigny, mairie",46.216641,6.031588,,8593101:
"Satigny, temple",46.218137,6.03048,,8593103:
"Satigny, Bourdigny douane",46.22953,6.038631,,8593092:
"Satigny, Choully Nord",46.224749,6.03038,,8508093:
"Satigny, Choully",46.222581,6.027558,,8587415:
"Satigny, Crédery",46.219579,6.022315,,8593095:
"Satigny, Chemin du Paradis",46.213321,6.023094,,8593094:
"Satigny, Peissy",46.210566,6.020056,,8587416:
"Satigny, Maison-Rouge",46.205963,6.018893,,8593097:
"Satigny, Taboret",46.204552,6.023374,,8593104:
"Vernier, ZIMOGA",46.219666,6.076842,,8593180:E
"Saint-Genis, CERN Alice",46.250807,6.025555,,1401787:V
"Saint-Genis, Jean Monnet",46.245216,6.023276,,1401031:O
"Sergy, gare",46.248477,6.011324,,1401097:A
"Sergy, Les Longets",46.25036,6.005114,,1401802:R
"Sergy, centre",46.252653,5.999246,,1401801:C
"Thoiry, Place en Poulet",46.247389,5.989449,,1401808:E
"Thoiry, Place d'Allemogne",46.244475,5.983864,,1402570:G
"Thoiry, mairie",46.236117,5.980238,,1402567:I
"Thoiry, gare",46.231912,5.97949,,1401807:L
"Genève, Concorde",46.205377,6.114228,,8595018:
"Genève, Camille-Martin",46.206276,6.118029,,8592797:
"Genève, Contrat-Social",46.206409,6.122484,,8592811:
"Genève, Jean-Jacques",46.204308,6.125204,,8592844:
"Genève, Miléant",46.20467,6.127722,,8592858:
"Genève, Délices",46.205424,6.132226,,8592816:
"Genève, Ormeaux",46.206023,6.136527,,8592873:
"Genève, Mercier",46.206867,6.139539,,8592841:
"Genève, Pédiatrie",46.189916,6.148804,,8503332:
"Genève, Aubépine",46.187273,6.147416,,8503333:
"Carouge GE, Fontenette",46.185153,6.146228,,8592674:
"Carouge GE, Val-d'Arve",46.184625,6.150136,,8592682:
"Genève, Bout-du-Monde",46.18188,6.15731,,8592793:
"Vessy, Centre sportif",46.18355,6.164982,,8512112:
"Vessy, Bochère",46.179131,6.16477,,8511619:
"Genève, Jardin Botanique",46.223893,6.147713,,8592843:U
"Genève-Sécheron, gare",46.223435,6.144626,,8592895:K
"Genève, Motta",46.219442,6.134739,,8592867:M
"Genève, Wendt",46.211441,6.127351,,8592928:K
"Genève, Vernets",46.193209,6.133944,,8592920:L
"Carouge GE, Marché",46.183916,6.140749,,8592677:F
"Carouge GE, Moraines",46.182273,6.144452,,8592678:N
"Genève, Clinique Générale",46.190014,6.161406,,8592806:M
"Genève, Aubert",46.192433,6.163655,,8592849:K
"Genève, Rieu",46.196257,6.166105,,8592894:Q
"Genève, Amandolier",46.200008,6.167676,,8592778:K
"Genève-Eaux-Vives, gare",46.200081,6.164526,,8592829:C
"Carouge GE, Armes",46.186803,6.140212,,8592669:C
"Meyrin, Mategnin",46.239715,6.086396,,8594946:J
"Ferney, Bois Candide",46.244949,6.094046,,1401733:L
"Prévessin, Parc des Anneaux",46.24854,6.08663,,1401781:P
"Prévessin, Ancienne Douane",46.247334,6.079774,,1401776:N
"Prévessin, Bretonnière",46.251379,6.074252,,1401777:R
"Prévessin, Les Aglands",46.254478,6.067936,,1401780:T
"Ferney, Choiseul",46.250793,6.099832,,1402667:V
"Genève, Baulacre",46.216463,6.139219,,8592785:Y
"Genève, Vidollet",46.217335,6.136131,,8592921:U
"Genève, Vermont",46.219143,6.138055,,8592919:O
"Grand-Saconnex, Morillons",46.230626,6.131074,,8511665:S
"Genève, Contamines",46.196018,6.156164,,8592810:Q
"Genève, Muséum",46.198524,6.157307,,8592870:D
"Genève, Weber",46.19675,6.163515,,8592927:N
"Genève, Florence",46.194109,6.172019,,8592823:W
"Thônex, Vallard",46.18915,6.200055,,8593124:L
"Genève, Florissant",46.196963,6.153742,,8592824:S
"Genève, Terrassière",46.2011,6.15583,,8592910:
"Genève, Monthoux",46.210479,6.148498,,8592866:
"Genève, Navigation",46.211887,6.149644,,8592871:
"Genève, Gautier",46.213516,6.150499,,8592830:
"Genève, De-Chateaubriand",46.216788,6.15107,,8592803:
"Genève, Perle du Lac",46.2204,6.149831,,8592902:
"Genève, Alpes",46.209024,6.147185,,8592777:
"Genève, Pont-d'Arve",46.194901,6.143426,,8592887:T
"Genève, Lombard",46.19552,6.147207,,8592848:U
"Cologny, Clos du Môlan",46.20526,6.183543,,8592743:F
"Chêne-Bougeries, Rigaud",46.204039,6.187031,,8592703:H
"Chêne-Bougeries, Fourches",46.204324,6.190795,,8592695:Z
"Genève, Tranchées",46.19853,6.155519,,8592912:F
"Genève, Goulart",46.207537,6.141453,,8592831:S
"Veyrier, douane",46.167284,6.186724,,8587905:Z
"Veyrier, village",46.168171,6.184774,,8593212:F
"Chêne-Bougeries, Villette",46.181613,6.181589,,8592702:I
"Chêne-Bougeries, Calandrini",46.182944,6.178307,,8592692:G
"Chêne-Bougeries, C.-Florissant",46.187108,6.170166,,8592691:Y
"Genève, Velours",46.18947,6.167365,,8592918:W
"Genève, Krieg",46.193768,6.1608,,8592846:T
"Genève, Grottes",46.21257,6.137873,,8592834:W
"Genève, Canonnière",46.214829,6.134009,,8592798:I
"Veyrier, Rasses",46.166519,6.178558,,8593211:J
"Veyrier, Le Reposoir",46.169238,6.177951,,8593202:Q
"Veyrier, Bois-Gourmand",46.172211,6.172676,,8593192:H
"Genève, La Fenêtre",46.230025,6.138739,,8592847:V
"Pregny, Penthes",46.2323,6.138799,,8593078:T
"Pregny, village",46.234569,6.139564,,8587084:P
"Pregny, mairie",46.237332,6.141196,,8593077:R
"Chambésy, place",46.241844,6.14365,,8593076:T
"Collex, Crest-d'El",46.266578,6.130427,,8503040:J
"Collex, Seuchat",46.273977,6.122624,,8592722:Y
Bossy,46.279081,6.114556,,8587035:Z
"Collex, Bracasset",46.272779,6.128931,,8511615:E
"Versoix, Moulin-de-Richelien",46.280962,6.137714,,8595675:R
"Versoix, Richelien",46.282995,6.146426,,8595667:T
"Versoix, Saint-Loup",46.28253,6.154457,,8595666:U
"Versoix, Canal de Versoix",46.280481,6.159469,,8595663:W
"Versoix, Colombières",46.279382,6.162712,,8593184:Z
"Versoix, Stand de tir",46.297438,6.143795,,8595664:Q
"Versoix,Observatoire de Genève",46.30369,6.132448,,8595668:S
"Sauverny, Combes Chapuis",46.307146,6.126133,,8595669:U
"Sauverny, douane",46.311205,6.120518,,8595670:W
"Sauverny, Martinet",46.314322,6.123645,,8595671:Y
"Genthod, Les Hauts",46.268951,6.146292,,8503049:E
"Genthod, Rennex",46.267555,6.150113,,8503080:C
"Genthod, Chênes",46.264815,6.14851,,8510220:Z
"Genthod, Centre ornithologique",46.264504,6.146399,,8510221:G
"Bellevue GE, Limites",46.261213,6.143515,,8510154:Y
"Bellevue GE, Chênaie",46.258306,6.149804,,8592930:U
"Genthod-Bellevue, gare",46.256948,6.153244,,8587065:B
"Bellevue GE, mairie",46.254308,6.154299,,8503217:Q
"Bellevue GE, Mollies",46.251747,6.151397,,8503218:S
"Les Tuileries, gare",46.25034,6.146618,,8503229:A
"Bellevue GE, Rilliet",46.251113,6.144683,,8511141:E
"Bellevue GE, Roselière",46.254472,6.141345,,8503243:M
"Versonnex, Bois-Chatton (F)",46.295485,6.100154,,1401814:E
"Versonnex, village",46.30123,6.095629,,1402571:B
"Petit-Lancy, Pré-Monnard",46.186419,6.116413,,8592993:
"Grand-Lancy, Lancy Piscine",46.179317,6.12152,,8592991:
"Grand-Lancy, Palettes",46.176931,6.122109,,8592988:
"Grand-Lancy, Pontets",46.172958,6.123202,,8592992:
"Meyrin, Bois-du-Lan",46.227161,6.078262,,8594933:
"Vernier, Avanchets-Etang",46.219715,6.105584,,8593139:
"Vernier, Balexert",46.218477,6.110488,,8593141:
"Genève, Blanche",46.188824,6.14304,,8592789:
"Carouge GE, Ancienne",46.181214,6.140825,,8592668:
"Grand-Lancy, De-Staël",46.176136,6.132657,,8592670:
"Bernex, Hainard",46.176035,6.066494,,8508128:
"Bernex, Pré-Marais",46.179587,6.07792,,8508132:
"Petit-Lancy, Quidort",46.19383,6.123902,,8592995:
"Pougny, gare (F)",46.143728,5.960663,,1401775:A
"Avully, école",46.167295,6.004923,,8592627:I
"Avully, Eaumorte hameau",46.163275,6.019139,,8592634:Z
"Avusy, village",46.15193,5.993673,,8587032:K
"Avusy, Les Quoattes",46.152779,5.995385,,8592637:I
"Athenaz, Passeiry",46.156239,6.002722,,8592638:B
"Cartigny, Eaumorte croisée",46.166209,6.024954,,8592685:X
"Cartigny, La Passe",46.169909,6.021594,,8592686:V
"Cartigny, village",46.172944,6.020015,,8587038:T
"Cartigny, Moulin-de-Vert",46.175009,6.02209,,8592687:R
"Cartigny, Croix-en-Champagne",46.172162,6.033372,,8592684:P
"Cartigny, Petite-Grave",46.173478,6.04151,,8587072:N
"Avusy, Creux-du-Loup",46.151988,5.995958,,8595011:L
"Avusy, Moulin de la Grave",46.150445,5.993634,,8595012:J
"Plan-les-Ouates, Trèfle-Blanc",46.171562,6.125398,,8593070:Q
"Genève, Villereuse",46.200616,6.15854,,8592924:X
"Chêne-Bougeries, Grange-Canal",46.19961,6.174669,,8592833:M
"Thônex, Moillesulaz",46.19245,6.206471,,8593118:B
"Carouge GE, Pictet-Thellusson",46.188919,6.131016,,8592842:O
"Genève, Industrielle",46.190373,6.133833,,8592839:P
"Gaillard, Libération",46.191652,6.211329,,1400015:B
"Gaillard, Millet",46.191372,6.216494,,1400017:M
"Ambilly, Croix-d'Ambilly",46.192479,6.223142,,1400019:B
"Annemasse, Parc Montessuit",46.194201,6.231136,,1400021:M
"Grand-Lancy, Curé-Baud",46.175015,6.115865,,8592982:N
"Le Lieu, place du village",46.646951,6.280931,,8510930:A
"Le Solliat-La Golisse, bif.",46.614111,6.237012,,8511443:A
"Le Brassus, gare",46.58544,6.21349,,8570024:
"Le Solliat-La Golisse, gare",46.614599,6.238861,,8507197:B
"Le Rocheray, bif. gare",46.623396,6.25158,,8507212:B
"Les Esserts-de-Rive, gare",46.630377,6.259319,,8507214:B
"Leysin, Village Camps",46.344501,7.009874,,8510892
"Leysin, Tobogganing Park",46.341821,7.021349,,8510893
"Leysin, Grand Hôtel (virage)",46.344313,7.005122,,8595109
"Leysin, Maison de Commune",46.340189,7.008597,,8595100
"Leysin, La Croisée",46.341145,7.011772,,8595101
"Leysin, Esplanade-Kumon",46.341926,7.004232,,8595107
"Leysin, American School",46.340432,7.001776,,8595106
"Leysin, Miremont",46.341992,7.008665,,8511181
"Leysin, Fabiola",46.353911,7.021545,,8595102
"Leysin, Les Esserts-Fontaine",46.354957,7.02485,,8595103
"Leysin, Les Alpes",46.351617,7.021563,,8595104
"Thonon-les-Bains, Vongy ZI",46.396309,6.510297,,1401132
"Thonon, Vongy genévriers",46.392938,6.505689,,1401230
"Thonon-les-Bains, Thales",46.384561,6.506902,,1400475
"Thonon-les-Bains, Les Arts",46.36861,6.479812,,1402653:9
"Thonon-les-Bains, Philosophes",46.367901,6.471882,,1400018
"Thonon-les-Bains, Vernay",46.363209,6.462103,,1400397
"Thonon, Sécurité sociale",46.360128,6.455752,,1400515
"Thonon-l-Bains,Croisée d'Anthy",46.352543,6.439787,,1400024
"Margencel, Cinq Chemins",46.3441,6.415265,,1400839
"Sciez, Jussy",46.338158,6.403828,,1400026
"Sciez, Le Content",46.335498,6.397766,,1400028
"Sciez, Route du Port",46.334766,6.394433,,1400030
"Sciez, Bonnatrait",46.333011,6.385557,,1401093
"Sciez, Mairie",46.331888,6.37387,,1401095
"Sciez, Filly",46.32669,6.357393,,1400032
"Massongy, Centre",46.318867,6.331012,,1400847
"Douvaine, Champ De Place",46.308256,6.310026,,1400036
"Douvaine, Mairie",46.306153,6.302499,,1400608
"Douvaine, église",46.304919,6.299337,,1400038
"Douvaine, Aubonne",46.300941,6.285575,,1400606
"Veigy, Cabrettes",46.283318,6.258572,,1400014
"Veigy-Foncenex, P. Verte Z 200",46.284256,6.261042,,1401618
"Excenevex, Centre",46.355323,6.353721,,1401178
"Yvoire, Pre Ponce",46.368224,6.325891,,1401138
"Nernier, Centre",46.365094,6.304898,,1401180
"Messery, Mairie",46.350952,6.292887,,1401184
"Genève-Aéroport, gare routière",46.230545,6.109946,,8502056
"Présilly, Abbaye de Pomier",46.084875,6.101061,,1400394
"Saint-Blaise, Mont-Sion",46.074343,6.085527,,1401025
"Andilly, Jussy",46.061998,6.078001,,1400059
"Copponex, Malbuisson",46.054686,6.086517,,1400524
"Creux-de-Genthod, gare",46.263689,6.161639,,8511287:
"Mies, gare",46.299359,6.169218,,8596097
"Tannay, gare",46.308316,6.18347,,8511286:
"Arveyes, La Clairière",46.288242,7.067959,,8511118:Z
"Gryon, Bois-Gentil",46.277698,7.067642,,8511121:Z
"Gryon, chemin de Chalméry",46.272611,7.05032,,8511120:Z
"Les Posses-sur-Bex, gare",46.270753,7.051553,,8511119:Z
"Les Posses-sur-Bex, Hameau",46.271071,7.04727,,8511117:Z
"Bex, Foyer Dents-du-Midi",46.256609,7.030346,,8511115:Z
"Bex, Les Salines",46.254845,7.02774,,8511113:Z
"Bex, Grand-Moulin",46.252725,7.023542,,8511116:Z
"Vernayaz MC, gare",46.130518,7.044509,,8511865:
"Les Fumeaux, gare",46.110247,7.064248,,8511863:
"Bonneville,Zones Industrielles",46.07359,6.436115,,1400416
"Nangy, P+R Hopital Findrol",46.142497,6.31804,,1400929
"Fillinges, Pont de Fillinges",46.162977,6.35259,,1400025:
"Taninges, Chef Lieu",46.107607,6.591776,,1401251
"Mieussy, Chef Lieu",46.13365,6.52339,,1400897
"Saint-Jeoire, Pont Du Risse",46.136212,6.477843,,1401045
"Saint-Jeoire, Poste",46.138423,6.457955,,1401047
"Ville-en-Sallaz, Café Duchosal",46.142541,6.417475,,1401376
"Viuz-en-Sallaz, Off tourisme",46.142369,6.403399,,1401379
"Viuz-en-Sallaz, Bregny",46.14576,6.386749,,1401622
"Thonon-les-Bains, St Disdille",46.399339,6.503858,,1401136
"Thonon-les-Bains, Champerges",46.396945,6.503343,,1400756
"Thonon-les-Bains, Serres Mun.",46.39454,6.502911,,1400497
"Thonon-les-Bains, Chemin Foret",46.391049,6.503079,,1400754
"Thonon-les-Bains, Ancien Depot",46.386684,6.501924,,1400389
"Thonon-les-Bains,Champ Bochard",46.385403,6.497113,,1400417
"Thonon-les-Bains, Epinanches",46.386118,6.492784,,1400778
"Thonon-les-Bains, Foret Ripail",46.386102,6.490502,,1400483
"Thonon-les-Bains, Perrosay",46.384506,6.489311,,1400670
"Thonon-les-Bains, Ferrage",46.382453,6.488789,,1400567
"Thonon-les-Bains, Ducs Savoie",46.381,6.487186,,1400752
