macaron;nom;type;type_txt;url;geometry
B;Cour - Mont-d'Or - Tivoli;16;Périmètre des zones;"<a href=""https://www.lausanne.ch/vie-pratique/mobilite/parkings-stationnement"" target=""_blank"">Lien vers les pages du stationnement</a>";MULTIPOLYGON (((2536523.767228376 1151993.2976995143,2536540.637531683 1152024.1805164898,2536506.444860974 1152034.6755842015,2536514.6361928033 1152078.5596354117,2536530.7609174917 1152115.3113256702,2536568.231274755 1152099.0810410753,2536627.978251462 1152115.021372173,2536637.466836927 1152141.2906798397,2536647.278043403 1152146.173619562,2536673.407944706 1152131.1132361558,2536701.3543437733 1152167.4165713715,2536720.727100679 1152159.4667824365,2536748.797981739 1152212.9833436194,2536716.023443831 1152238.1368708964,2536696.864158461 1152271.2617402931,2536647.586651112 1152375.111439866,2536675.6741162525 1152378.1624238798,2536678.6562324236 1152437.9687408921,2536644.562727716 1152449.7472254145,2536656.195247723 1152477.5589037626,2536668.632025439 1152491.9781217163,2536671.8456592835 1152495.5130147394,2536687.9523889152 1152507.593346399,2536691.98371415 1152510.5076345927,2536718.9065519 1152515.5295263897,2536721.710352678 1152516.0372553435,2536738.0034093694 1152516.9752704087,2536755.173624063 1152517.70731858,2536776.1940031326 1152517.37305186,2536851.5932155 1152512.092563289,2536869.20549666 1152509.4819360734,2536860.186064548 1152535.2006763543,2536887.4688433544 1152542.9957560133,2536878.965576691 1152562.6953366918,2537082.9475486246 1152565.6996830609,2537082.8491470027 1152603.1987786603,2537380.4053593283 1152595.5787726024,2537380.404787288 1152549.1910757413,2537408.2370565403 1152530.6357677383,2537359.992990919 1152365.4977460853,2537335.8711150833 1152369.2088448277,2537330.3042248413 1152322.8221310063,2537339.5818976713 1152309.8336587092,2537398.9578624056 1152341.3760491181,2537410.090454905 1152335.8094883456,2537423.0789052066 1152341.3760475928,2537434.211725479 1152358.0748593574,2537504.720506412 1152317.2554391245,2537478.7436058177 1152306.123188369,2537467.6089335573 1152285.7130473147,2537539.9733634973 1152235.6166053389,2537732.9425708824 1152142.8455091992,2537723.6654755427 1152124.291466543,2537701.398172815 1152105.7365569677,2537675.420968532 1152064.9180105692,2537597.4890899253 1151916.4839340746,2537582.646387057 1151879.374980789,2537556.669448496 1151864.531400736,2537450.29025558 1151909.9984453307,2537253.2468976444 1151694.327604758,2537356.1771899434 1151611.9835905207,2537319.9061463457 1151562.9670430908,2537201.122822756 1151543.0476198636,2537051.5098955445 1151498.0278761254,2537006.591331957 1151448.3581212913,2537005.9084279817 1151449.0103007073,2536945.1249286886 1151505.8729448891,2536921.443932762 1151522.6797194036,2536899.2551518744 1151538.4274454801,2536868.3159312666 1151558.447885901,2536819.549663183 1151587.1618872688,2536789.920193948 1151600.5350790103,2536737.9656418385 1151622.484891187,2536692.1863177875 1151641.825786713,2536669.430184809 1151651.468748274,2536653.1294232043 1151658.5288651357,2536647.8807828235 1151662.3718850533,2536617.794237667 1151684.5422575288,2536617.844084614 1151684.7938278972,2536635.1661023744 1151772.215558692,2536539.36890115 1151809.386503988,2536593.6868335013 1151953.5882586609,2536523.767228376 1151993.2976995143)))
E;Borde - Salève - Vinet;16;Périmètre des zones;"<a href=""https://www.lausanne.ch/vie-pratique/mobilite/parkings-stationnement"" target=""_blank"">Lien vers les pages du stationnement</a>";MULTIPOLYGON (((2537921.2720115287 1153129.2234324166,2537902.271289649 1153100.8432359297,2537876.4313620166 1153125.5840856256,2537852.9814416575 1153144.404916716,2537869.8108377596 1153165.1851795355,2537873.7317629093 1153175.6443966213,2537815.3001809022 1153218.8773886962,2537793.569994531 1153230.9277954013,2537753.5699404087 1153243.0289294876,2537734.8006293443 1153196.568618438,2537620.959968291 1153231.67175306,2537415.317736949 1153346.1584095242,2537320.7979344814 1153415.9435161983,2537340.467138003 1153441.040907802,2537337.4963593613 1153488.7721143353,2537442.0264436444 1153617.5317538213,2537365.515624953 1153704.3533801837,2537399.1862075063 1153734.863066022,2537361.157368404 1153783.32901349,2537433.211729734 1153854.0011742685,2537459.031789197 1153806.9845034762,2537481.177283311 1153786.0315867194,2537496.926310124 1153773.5514436343,2537621.7370871813 1153688.6777856715,2537645.8473194465 1153660.117323273,2537728.073661403 1153548.6037266434,2537824.9577401597 1153686.6375953122,2537857.9557954054 1153834.808919474,2537867.5772141083 1153860.5440691821,2537873.3710900056 1153871.0078807033,2537879.6456339965 1153880.064238335,2537883.587638989 1153885.6731341344,2537895.6398688224 1153897.8071000045,2537909.1869099624 1153904.8634852571,2537934.7255112436 1153911.1134550024,2537967.660806504 1153908.7931998367,2537993.6974293655 1153899.791290398,2538031.141550962 1153879.289488473,2538099.007623307 1153861.538714799,2538099.898364112 1153849.4489691255,2538067.628029943 1153826.219553466,2538081.738485733 1153799.799220853,2538090.1486373874 1153723.3678786412,2538164.110159945 1153632.5553512708,2538215.9767581928 1153449.5235130019,2538252.2483190126 1153273.0500965123,2538248.88779598 1153148.8818606047,2538216.4333545007 1153130.1568299572,2538250.253778384 1153012.2340378528,2538181.3142340463 1152962.6048301475,2538160.024190742 1152938.985301568,2538105.6740967343 1152856.8445556408,2538052.7733226833 1152918.8465512802,2537978.624019255 1152980.758909325,2537952.3423630297 1153014.711059012,2537972.18205811 1153044.471000869,2537990.862551745 1153080.7913532027,2537921.2720115287 1153129.2234324166)))
O;Vennes - Oron - Boveresses;16;Périmètre des zones;"<a href=""https://www.lausanne.ch/vie-pratique/mobilite/parkings-stationnement"" target=""_blank"">Lien vers les pages du stationnement</a>";MULTIPOLYGON (((2539231.4162634662 1153905.3877460365,2539231.2427508864 1153905.4245925155,2539191.71038162 1154003.4997757117,2539134.0397768207 1154059.4561669258,2539134.0036723264 1154059.5458346687,2539125.2474045577 1154081.2925674648,2539112.723873168 1154112.7993693869,2539112.049927412 1154114.4948875913,2539091.92290645 1154192.2790221113,2539090.0500487834 1154199.5175149566,2539085.91668358 1154222.519410762,2539081.189786316 1154248.8242720517,2539074.46887638 1154263.1864470525,2539053.2114903224 1154308.612185766,2539064.212320282 1154333.56087399,2539064.0452271323 1154333.78231762,2539051.0654801307 1154350.9839941289,2539036.8889206923 1154369.331168792,2539018.3592586047 1154436.8222835038,2538985.0457385513 1154443.3640430013,2538984.917089249 1154443.4819712075,2538960.045733087 1154466.2806510276,2538940.8846985186 1154484.131299372,2538940.8712581885 1154484.143820549,2538921.2078042673 1154524.1607533644,2538921.164994588 1154524.247874989,2538876.477531037 1154546.019009842,2538832.938740112 1154615.228009519,2538794.153829163 1154681.5972981523,2538759.2859185524 1154742.878906992,2538744.78980616 1154768.407378826,2538847.8294123183 1154858.848525436,2538927.2244178276 1154970.0507328426,2538926.2693039747 1155018.9197117968,2538945.269306539 1155036.6402119882,2538949.649461056 1155052.8795166356,2538948.999647956 1155081.449768257,2538944.4004478706 1155090.6897390806,2538945.7703099544 1155107.940004135,2538958.500095495 1155115.7602225908,2538965.7807548083 1155133.1597686466,2538959.920623943 1155151.1904512402,2538965.4106862964 1155159.9904993975,2538990.1608743933 1155176.4606139928,2539004.510501077 1155194.6802674504,2539006.650107984 1155203.8109716056,2539005.6904916116 1155227.1610638502,2539010.6299928892 1155262.1817989468,2539015.60034516 1155269.9413904403,2539037.190549635 1155282.6020058545,2539040.3605075413 1155292.0815450558,2539056.69012054 1155295.8119437816,2539068.050282938 1155302.9414663115,2539088.2899697563 1155306.7013299093,2539101.01969595 1155324.5018645208,2539110.2701801388 1155327.2717080852,2539127.8396635256 1155325.9915629795,2539148.969120301 1155322.0507845976,2539164.7191614704 1155324.3111787753,2539175.4897758686 1155328.2507673341,2539196.008819588 1155329.651148607,2539222.1693952256 1155338.4110704458,2539237.559357878 1155340.2705563332,2539267.908451583 1155358.5403792018,2539280.4785733107 1155318.9497655872,2539302.1386396885 1155283.5287178035,2539321.098557744 1155272.2084049813,2539333.308398648 1155256.448760848,2539358.478040106 1155237.9383634694,2539366.03778461 1155235.4782139484,2539398.996878659 1155228.1280830468,2539409.437082686 1155217.077926665,2539462.8455403396 1155160.697501088,2539628.1232070895 1155084.6173010247,2539695.512859213 1155058.627824383,2539720.3020038744 1155054.3272039075,2539738.64222959 1155041.5971236022,2539754.241235636 1155013.76708702,2539765.021913368 1155017.9974415386,2539783.2407824066 1154963.9670200655,2539781.4602629896 1154959.517127147,2539786.870395346 1154952.496923055,2539805.209211737 1154911.1775029611,2539809.759565081 1154907.407073026,2539830.9687978565 1154904.106981682,2539849.969471288 1154900.0068108686,2539863.248731057 1154892.667274829,2539871.2282756246 1154878.8672353316,2539877.4880639724 1154860.2866850158,2539943.337254762 1154812.9467516085,2539960.9269754807 1154828.1673365878,2539973.547105133 1154835.566764981,2539990.097223788 1154840.5468709734,2540014.306996923 1154847.7172172375,2540015.167610894 1154840.367260043,2540040.376983541 1154852.3970831465,2540063.5176180606 1154871.7768626641,2540118.678293519 1154903.4372533546,2540138.066626945 1154817.206728488,2540126.935912898 1154816.71730265,2540135.5953853107 1154784.577079766,2540202.995823359 1154804.6268012756,2540334.6941764625 1154759.9474734655,2540508.6013300256 1154711.5343067588,2540596.778689529 1154666.451976991,2540624.6981714433 1154650.9805377189,2540642.9185241144 1154672.0606310985,2540678.7873013252 1154640.859475191,2540666.817272569 1154627.09910097,2540801.672948665 1154550.6045663382,2540822.9535833285 1154574.4042683349,2540834.3373096585 1154576.0832597888,2540845.462417114 1154545.3328896814,2540850.5126574035 1154548.5236767097,2540902.99418905 1154467.4235388034,2540907.9248553826 1154467.2830456742,2540953.7567561595 1154441.0242339682,2541182.9410907603 1154083.6006788844,2541113.7740331236 1153822.1717527404,2541104.3438003734 1153804.8425107563,2541091.6237196107 1153800.3623751581,2541083.403456819 1153783.0635144974,2541063.503442507 1153766.1940644705,2541055.0627703564 1153749.3446785922,2541039.17278793 1153718.4156652044,2541043.2426861348 1153703.8667106456,2541045.733366313 1153677.3764421118,2541047.9628164144 1153665.9869199134,2541041.0730085564 1153648.0262369267,2541033.043089663 1153641.5054474133,2540519.9335965626 1153506.8912793736,2540409.960947249 1153538.2226607986,2540274.1802866166 1153764.2988523915,2540070.359630088 1153872.494523778,2540039.6981263976 1153922.1509855,2540026.6521532047 1153923.8027407543,2540011.277274617 1154044.4699591044,2539982.2380604376 1154038.810712536,2539976.2690907023 1154022.3013483041,2539968.409438271 1154018.3022186738,2539964.219976918 1154021.7724451534,2539959.8900329345 1154023.0125915327,2539951.480013869 1154015.2431621877,2539945.7007745057 1154015.403025695,2539932.661457086 1154010.0833789303,2539912.0524509302 1154006.843960314,2539900.892051421 1154009.02497015,2539881.534815072 1154002.4473227027,2539874.4251467595 1153959.127517325,2539833.6462533353 1153969.9782473152,2539816.4473624155 1153969.0885435021,2539805.254080719 1153957.080694328,2539802.2303030756 1153953.311108744,2539793.5393521795 1153941.3304181083,2539769.5197578906 1153946.4812697566,2539759.750169474 1153939.0919563777,2539748.1409218055 1153938.922281281,2539717.593518909 1153910.2237927648,2539694.41438356 1153901.7051490431,2539684.3929711957 1153907.7701118197,2539610.247802304 1153917.7507395875,2539532.744307319 1153873.813168642,2539520.4028380136 1153856.0407686343,2539350.092959122 1153825.4289956612,2539322.167971925 1153821.355795496,2539292.8133315183 1153833.6687993782,2539281.295348983 1153894.7956110393,2539231.4162634662 1153905.3877460365)))
C;Genève - Echallens - Bergières;16;Périmètre des zones;"<a href=""https://www.lausanne.ch/vie-pratique/mobilite/parkings-stationnement"" target=""_blank"">Lien vers les pages du stationnement</a>";MULTIPOLYGON (((2536878.965576691 1152562.6953366918,2536887.4688433544 1152542.9957560133,2536860.186064548 1152535.2006763543,2536835.355316414 1152609.536914402,2536701.795978279 1152727.9820766863,2536583.27814892 1152816.8459612657,2536544.126260324 1152844.824873494,2536469.746446385 1152889.3855459224,2536372.705661172 1152940.0590444673,2536015.0003324393 1153255.9752245133,2535943.3371709525 1153323.8930793742,2535953.541044182 1153348.0143198848,2535944.639631691 1153396.3189358443,2535970.7097581415 1153407.6281959799,2536085.370255435 1153349.9565843868,2536228.491901765 1153355.833465915,2536213.9117496205 1153281.1310046557,2536231.759125069 1153270.8968846633,2536238.4823677843 1153304.4520271167,2536272.5924122785 1153296.5110853405,2536315.3642330715 1153472.3233294438,2536355.455819793 1153480.990674313,2536429.474457366 1153474.176898899,2536530.5953225153 1153427.788200774,2536677.1793971625 1153333.1544604893,2536704.4949305733 1153332.7321106186,2536733.745413084 1153309.021122859,2536760.881697433 1153353.3301997571,2536759.223347702 1153379.6768859476,2536783.6241868543 1153416.232415246,2536834.0099226916 1153456.4867085337,2536865.5954172206 1153475.3029318997,2536912.394392268 1153478.8806104371,2536933.42342004 1153479.7106063669,2536966.0347425127 1153498.5997003247,2536956.684139959 1153516.820672094,2537011.154284303 1153546.0297785907,2537020.2445505806 1153529.719662779,2537040.4544008397 1153542.1293247784,2537065.455208836 1153568.4587804296,2537080.5549550583 1153557.3883306722,2537107.6483070743 1153577.144317151,2537171.895461763 1153528.8061707087,2537365.515624953 1153704.3533801837,2537442.0264436444 1153617.5317538213,2537337.4963593613 1153488.7721143353,2537340.467138003 1153441.040907802,2537320.7979344814 1153415.9435161983,2537415.317736949 1153346.1584095242,2537620.959968291 1153231.67175306,2537734.8006293443 1153196.568618438,2537734.8017191794 1153169.8480648743,2537578.9451362984 1152863.6933777728,2537512.2397472467 1152710.2212942885,2537454.108949002 1152594.4144299123,2537430.503510975 1152552.9015052654,2537408.2370565403 1152530.6357677383,2537380.404787288 1152549.1910757413,2537380.4053593283 1152595.5787726024,2537082.8491470027 1152603.1987786603,2537082.9475486246 1152565.6996830609,2536878.965576691 1152562.6953366918)))
A;Ouchy - Grancy - Montchoisi;16;Périmètre des zones;"<a href=""https://www.lausanne.ch/vie-pratique/mobilite/parkings-stationnement"" target=""_blank"">Lien vers les pages du stationnement</a>";MULTIPOLYGON (((2538084.830830504 1151950.8403822929,2538173.893090338 1151877.5509513458,2538409.4722633446 1151624.921702076,2538424.8758683205 1151614.2887061213,2538450.357903587 1151585.3085450116,2538465.5756519767 1151580.0956844045,2538489.3225875003 1151551.9070485814,2538502.310846983 1151513.869018481,2538518.0819343813 1151514.7955712797,2538519.5538105816 1151445.7864719615,2538484.681850531 1151391.4101838132,2538449.444492373 1151380.6671913709,2538428.432698043 1151378.0644955903,2538417.0633191504 1151373.8410452693,2538395.435373333 1151360.3410259811,2538394.9900695058 1151359.9545165733,2538382.6126565603 1151348.47734706,2538374.5427985834 1151338.7777462944,2538359.6466566343 1151310.7078327616,2538357.449651129 1151302.5657752468,2538352.265932472 1151281.732517688,2538341.8090948937 1151233.6915705602,2538228.989041424 1151188.6676230812,2538200.668068435 1151169.7629630296,2538200.6942819515 1151169.679640658,2538073.878059512 1151120.2505680718,2537868.1624878356 1151079.8882176934,2537865.872418357 1151076.9080261271,2537874.6919363555 1151042.2959082327,2537883.8116717027 1151006.5139240227,2537874.1414843397 1151003.7636770392,2537864.921749912 1151039.7656730486,2537855.8523497633 1151075.1379319802,2537852.0923997336 1151078.0981359486,2537792.232915733 1151059.4707562265,2537792.176472447 1151059.4621823593,2537750.9984040363 1150975.143295646,2537747.9497434297 1150975.2957073003,2537724.8548594713 1150976.4502895763,2537704.963450681 1150964.0646652416,2537690.2139947843 1150954.8807395678,2537670.861284081 1150956.918196531,2537667.204189367 1150957.6100808904,2537617.530867909 1150992.7915551085,2537607.869555192 1150998.8532891641,2537565.4004649622 1151028.0051441763,2537565.15739865 1151028.5596807424,2537555.1222400074 1151035.1547591176,2537543.8112913747 1151043.121723405,2537481.6962528 1151082.2520595228,2537461.1825888148 1151095.1749616945,2537460.8058173796 1151095.4123147284,2537417.6681026476 1151030.0491917233,2537250.346675809 1150967.9545547622,2537246.213290651 1150979.9428888762,2537237.4915394434 1151005.3853310102,2537329.110237747 1151097.0076637515,2537329.6964061637 1151098.2890458906,2537344.1611502212 1151129.909420019,2537351.8288651793 1151147.8810725175,2537321.0279634846 1151162.2199642095,2537308.302694762 1151170.5973347132,2537268.7618646803 1151198.113226078,2537267.7289069514 1151199.0704509222,2537264.161364733 1151202.376433304,2537006.591331957 1151448.3581212913,2537051.5098955445 1151498.0278761254,2537201.122822756 1151543.0476198636,2537319.9061463457 1151562.9670430908,2537356.1771899434 1151611.9835905207,2537253.2468976444 1151694.327604758,2537450.29025558 1151909.9984453307,2537556.669448496 1151864.531400736,2537582.646387057 1151879.374980789,2537597.4890899253 1151916.4839340746,2537675.420968532 1152064.9180105692,2538084.830830504 1151950.8403822929)))
G;Mousquines - Léman;16;Périmètre des zones;"<a href=""https://www.lausanne.ch/vie-pratique/mobilite/parkings-stationnement"" target=""_blank"">Lien vers les pages du stationnement</a>";MULTIPOLYGON (((2538882.937477394 1151997.3610019188,2538929.2648634636 1152081.6033427175,2538913.494041312 1152091.8081090902,2538956.6337845633 1152174.37877508,2539030.981209627 1152136.1058379062,2539102.2866846896 1152254.1635004971,2539127.6642212356 1152295.2174537932,2539129.6441659513 1152301.6475767037,2539130.6307966993 1152353.6776628445,2539022.40713027 1152421.3552565232,2538991.169042956 1152445.4767035812,2538991.1761255907 1152453.315305945,2538997.0488662757 1152494.4299884539,2539021.2089463263 1152494.810599057,2539025.867370353 1152492.3262994385,2539044.2181153726 1152473.117927807,2539113.8451966923 1152483.8593217237,2539149.5871361163 1152470.0408285442,2539182.4643258452 1152447.1989560202,2539172.614022747 1152436.9485938745,2539214.295371369 1152391.7547476026,2539230.9708144367 1152386.1545705243,2539252.417269468 1152375.445454706,2539271.965763829 1152356.6811324647,2539296.833771974 1152338.7577088524,2539335.0871642637 1152328.2493988816,2539369.006992691 1152302.8728415547,2539377.8991446923 1152306.3526269493,2539381.5017172177 1152307.9623494314,2539401.826496122 1152318.9492170818,2539416.849887894 1152332.9558547123,2539394.301837982 1152389.154495175,2539361.1430684975 1152387.8274501378,2539354.1202077447 1152390.8550175882,2539370.3153772913 1152421.7378786844,2539389.1609298782 1152409.352462158,2539408.8979075085 1152440.6414608543,2539427.4695415874 1152430.1494967635,2539441.1298194756 1152415.7395566253,2539462.349940331 1152386.010218992,2539470.3995151264 1152383.7298011102,2539482.1196875363 1152382.8898928233,2539532.9185714396 1152384.6405320966,2539558.438666786 1152378.7208504507,2539571.3080168967 1152372.9208288118,2539567.627938458 1152491.4907913357,2539636.1902931393 1152492.1325598918,2539657.063924877 1152467.5481744674,2539677.4740162557 1152462.4450191187,2539689.5343670985 1152445.2825297306,2539702.522567492 1152429.5110678242,2539717.829921585 1152422.0892184973,2539723.3961627046 1152415.5949355639,2539725.2519157976 1152402.6071707138,2539744.270709377 1152388.6910251107,2539742.878539527 1152369.672298266,2539763.753222783 1152302.8756812369,2539772.939469733 1152279.2319771498,2539797.82872132 1152287.9954488531,2539805.8975120913 1152290.802679139,2539824.842379216 1152290.8027240792,2539832.3813546365 1152287.751368211,2539839.577851486 1152284.8386285263,2539844.8286421453 1152281.2408749384,2539864.849328341 1152266.8868434094,2539878.716404984 1152256.9447038947,2539885.7394589186 1152251.9094550223,2539894.0498468583 1152245.9512391435,2539894.129051995 1152245.8944522256,2539837.4708083603 1152212.9288945775,2539799.3729926925 1152168.644289102,2539798.9069463788 1152155.2972355664,2539794.824672292 1152137.8265668468,2539778.079002455 1152088.9515492881,2539776.298635663 1152079.9814858318,2539768.4984949147 1152062.7919632876,2539766.5893288082 1152054.0614019362,2539766.0389111694 1152042.2719815853,2539771.178350307 1152018.9881948752,2539778.4293497996 1151993.6721137958,2539781.3998967335 1151988.2017471027,2539783.109693435 1151982.4319994096,2539785.6803316665 1151969.8216832967,2539779.2806784315 1151948.2213281435,2539771.8505254006 1151937.2918439384,2539767.180471615 1151922.5311955947,2539771.7511843727 1151901.4619370103,2539775.041025029 1151894.0217505766,2539788.8070284 1151877.0448809608,2539793.1020516464 1151852.3414330801,2539797.991897606 1151842.6511427136,2539804.861666998 1151831.4119010435,2539807.4421107983 1151825.4113304354,2539807.8221408366 1151818.8918327477,2539803.852145982 1151819.091408714,2539795.5810268754 1151764.9456213936,2539790.8019690267 1151759.2313949836,2539778.1219016686 1151737.2110274653,2539781.031592683 1151732.4313992774,2539772.1818491137 1151717.1813227136,2539766.9012100245 1151709.0009145064,2539762.721683821 1151700.2911738516,2539760.2410003473 1151697.621063226,2539760.7316805674 1151686.8911828403,2539766.7714615855 1151673.3211293684,2539768.6816187855 1151664.0916134517,2539768.5918180747 1151659.0516494731,2539765.2313230913 1151649.2815051565,2539763.2014197735 1151642.5311769866,2539757.031025197 1151633.9514219007,2539750.941352919 1151631.0807402239,2539721.62130468 1151628.950822086,2539706.1812499617 1151628.9905296366,2539693.521182155 1151633.0498075723,2539685.3635221627 1151632.5845693182,2539674.4802921843 1151633.199673517,2539673.1705663386 1151635.1200411841,2539674.020427872 1151646.150337368,2539672.410479419 1151650.5698921792,2539669.2504510772 1151651.5200625125,2539658.6601891373 1151647.5698078293,2539648.254051119 1151642.7890952376,2539628.850361719 1151635.9889484113,2539623.840031293 1151635.4092067187,2539620.8604963 1151638.9592326116,2539622.020549852 1151657.9591761602,2539619.8101587603 1151663.8799730884,2539608.540530965 1151679.3800120184,2539604.7301741326 1151682.1394838255,2539600.0799264503 1151682.6097544567,2539595.16029765 1151681.3696374218,2539580.064911444 1151675.7236896125,2539563.709684046 1151673.318863291,2539560.0299404026 1151671.2587160072,2539557.8494877396 1151667.6088258135,2539557.7197894976 1151661.6584927053,2539563.7296637264 1151638.808330221,2539563.880231241 1151633.8880495364,2539561.689801666 1151629.9483224524,2539555.0160154747 1151625.1607184433,2539540.3496424053 1151623.9178654617,2539523.1590593453 1151619.0476797603,2539502.93911954 1151611.7468022364,2539498.749647044 1151608.047419196,2539486.0288418964 1151591.8068380037,2539481.725086413 1151588.0501801749,2539467.0088909524 1151584.0061357273,2539461.838951636 1151584.0563904813,2539423.1387726003 1151580.1551755127,2539407.049363656 1151573.6553099032,2539390.228912709 1151569.8845833268,2539379.228735186 1151571.03508987,2539359.3090658854 1151579.154559495,2539356.1091541243 1151583.3849115046,2539354.388577542 1151590.9943979722,2539356.408504402 1151601.995201031,2539355.729169636 1151608.5651093621,2539352.569165545 1151612.4847987974,2539348.959277858 1151612.404910405,2539344.15848419 1151609.4344486657,2539335.4285175367 1151597.1449021092,2539329.2590420833 1151590.0846004903,2539322.1988895745 1151584.8544215003,2539317.1187390015 1151582.4844553815,2539310.1284347237 1151581.5141808852,2539302.788938171 1151583.183670308,2539288.2487304397 1151593.0439741784,2539282.908279254 1151595.7539542902,2539271.119002691 1151595.4231586833,2539262.228516742 1151593.383758404,2539253.768857054 1151590.3533663545,2539247.9386072084 1151585.7532095383,2539236.9583569285 1151573.7230943176,2539221.938296967 1151561.2625035986,2539207.8488408425 1151556.0218077824,2539202.1383244446 1151555.601720972,2539194.5902156783 1151556.9657508081,2539176.577983363 1151565.7916167146,2539166.757829881 1151570.8818354257,2539149.8584848703 1151574.7214872728,2539144.1779048867 1151576.8413759272,2539132.8285313547 1151578.8015106365,2539125.678595533 1151578.6512803927,2539112.708402193 1151581.3706936406,2539106.53803276 1151580.69113557,2539098.798540278 1151579.4804765878,2539084.6528466553 1151572.7367950617,2538936.2157853935 1151639.0680239669,2538923.4957983573 1151687.7281826222,2539041.052956264 1151776.3755546715,2539016.930825319 1151811.629319695,2538950.032802972 1151860.5663403815,2538890.3600529227 1151914.9504801615,2538874.602786555 1151921.901967001,2538860.1525836694 1151933.5715537504,2538844.342930502 1151956.7382936173,2538842.7375967987 1151959.1358713128,2538834.5540109104 1151979.381750798,2538882.937477394 1151997.3610019188)))
D;Prilly - Pierrefleur - Bancels;16;Périmètre des zones;"<a href=""https://www.lausanne.ch/vie-pratique/mobilite/parkings-stationnement"" target=""_blank"">Lien vers les pages du stationnement</a>";MULTIPOLYGON (((2536230.4674878716 1153627.1327145393,2536225.1358118453 1153689.7028770624,2536260.137517052 1153702.8919539652,2536300.548566301 1153733.0005248971,2536381.2375520407 1153836.9199309428,2536415.2422185205 1153804.8074867162,2536495.574275335 1153880.226106838,2536474.2027206984 1153924.7064414017,2536560.866532575 1153962.474411813,2536526.093821359 1154038.375045299,2536651.0677318797 1154121.4019090047,2536556.5383361825 1154375.4374845652,2536566.3187530516 1154379.1081714614,2536509.274226958 1154519.6219259521,2536446.5862881253 1154619.013800325,2536569.047445278 1154659.6647478007,2536515.752075828 1154868.6482931902,2536640.858171465 1154913.6268469868,2536709.431455595 1154757.8259282373,2537015.490279621 1154094.9160686273,2537092.64840029 1154100.585011035,2537244.4012104287 1154040.9914942787,2537345.084369368 1154044.6389515123,2537433.211729734 1153854.0011742685,2537361.157368404 1153783.32901349,2537399.1862075063 1153734.863066022,2537365.515624953 1153704.3533801837,2537171.895461763 1153528.8061707087,2537107.6483070743 1153577.144317151,2537080.5549550583 1153557.3883306722,2537065.455208836 1153568.4587804296,2537040.4544008397 1153542.1293247784,2537020.2445505806 1153529.719662779,2537011.154284303 1153546.0297785907,2536956.684139959 1153516.820672094,2536966.0347425127 1153498.5997003247,2536933.42342004 1153479.7106063669,2536912.394392268 1153478.8806104371,2536865.5954172206 1153475.3029318997,2536834.0099226916 1153456.4867085337,2536783.6241868543 1153416.232415246,2536759.223347702 1153379.6768859476,2536760.881697433 1153353.3301997571,2536733.745413084 1153309.021122859,2536704.4949305733 1153332.7321106186,2536677.1793971625 1153333.1544604893,2536530.5953225153 1153427.788200774,2536429.474457366 1153474.176898899,2536355.455819793 1153480.990674313,2536315.3642330715 1153472.3233294438,2536272.5924122785 1153296.5110853405,2536238.4823677843 1153304.4520271167,2536231.759125069 1153270.8968846633,2536213.9117496205 1153281.1310046557,2536228.491901765 1153355.833465915,2536206.8199770586 1153625.4012784236,2536230.4674878716 1153627.1327145393)))
