station_id,name,lat_wgs84,lon_wgs84,provider_id,address,capacity,vehicle_types,is_virtual
donkey_ge:20944,Mairie Bernex,46.174816,6.072694,donkey_ge,,2,,False
donkey_ge:21859,Ch. de la Rochette,46.221443,6.135223,donkey_ge,,7,,False
donkey_ge:22369,Rue Fendt,46.21114,6.1409183,donkey_ge,,2,,False
donkey_ge:22188,Rue de Berne 36,46.21116,6.146612,donkey_ge,,5,,False
donkey_ge:18612,Pont du Mont-Blanc,46.20692,6.1473036,donkey_ge,", ",4,,False
donkey_ge:21954,Av. De-Budé,46.223923,6.1313634,donkey_ge,,5,,False
donkey_ge:20632,Rue Caroline 35,46.18935,6.13851,donkey_ge,,3,,False
donkey_ge:30310,Les Ouches (Pôle de Mobilité),46.209663,6.1190796,donkey_ge,,8,,False
donkey_ge:21991,Rue de Lausanne 147,46.223667,6.148433,donkey_ge,", ",7,,False
donkey_ge:27317,Bois du Lan,46.226807,6.0785084,donkey_ge,,3,,False
donkey_ge:22331,Rue Maurice-Barraud,46.190754,6.1576066,donkey_ge,,2,,False
donkey_ge:21865,Place des Charmilles,46.208225,6.1272707,donkey_ge,,6,,False
donkey_ge:22298,Rue Monnier,46.19494,6.1528473,donkey_ge,,2,,False
donkey_ge:23245,Maison de la Sécurité,46.18693,6.103676,donkey_ge,,3,,False
donkey_ge:20675,Louis-De-Montfalcon 11,46.186,6.1375747,donkey_ge,,4,,False
donkey_ge:20670,Cimetière Carouge,46.18168,6.145504,donkey_ge,,5,,False
donkey_ge:22144,Ecole d'horlogerie ,46.190956,6.113601,donkey_ge,,5,,False
donkey_ge:21932,Rue des Eaux-Vives 118,46.20684,6.1622934,donkey_ge,,4,,False
donkey_ge:21514,Lamartine-Faller,46.21085,6.1287093,donkey_ge,,4,,False
donkey_ge:23249,Maison Onésienne,46.189556,6.101663,donkey_ge,,3,,False
donkey_ge:21465,Roseraie,46.18909,6.145372,donkey_ge,", ",5,,False
donkey_ge:26757,Gros Chêne 26,46.189228,6.1039577,donkey_ge,,2,,False
donkey_ge:26845,Gare Chambésy 2,46.24327,6.1475224,donkey_ge,", ",5,,False
donkey_ge:22537,Riantbosson,46.225956,6.08406,donkey_ge,,5,,False
donkey_ge:20947,"Bernex, Pré Marais",46.179737,6.077512,donkey_ge,,6,,False
donkey_ge:18565,Rue Marguerite-Dellenbach,46.197884,6.1380615,donkey_ge,,8,,False
donkey_ge:22169,Rue de la Prulay 2,46.22787,6.081478,donkey_ge,,6,,False
donkey_ge:18475,Boulevard Saint Georges,46.201374,6.1344404,donkey_ge,,6,,False
donkey_ge:21911,Rue Saint-Victor,46.197884,6.151061,donkey_ge,,5,,False
