nom;matiere;dossier;accoudoir;rev_sol;geometry
Autre;Pierre;Non;Non;Pavage;POINT (2538232.2740769517 1152356.3934421504)
Autre;Pierre;Non;Non;Pavage;POINT (2538232.685783271 1152361.1272932913)
Léman;Bois;Oui;Oui;Bitume;POINT (2536732.970404122 1152422.5575503043)
Léman;Bois;Oui;Oui;Bitume;POINT (2539633.0969494167 1153524.9843581421)
Léman;Bois;Oui;Oui;Bitume;POINT (2538031.2432628013 1151419.1352063424)
Léman;Bois;Oui;Oui;Bitume;POINT (2539583.8545981515 1153096.5759021458)
Autre;Pierre;Non;Non;Pavage;POINT (2538209.427457393 1152377.9019630775)
Autre;Pierre;Non;Non;Pavage;POINT (2538210.4566071737 1152379.033956985)
Autre;Pierre;Non;Non;Pavage;POINT (2538177.729929507 1152369.3609139237)
Autre;Bois;Oui;Non;Pavage;POINT (2538235.3618598473 1152390.5594964516)
Spadom;Bois;Oui;Non;Bitume;POINT (2538169.748380999 1153044.150699069)
Autre;Bois;Oui;Non;Pavage;POINT (2538236.5968248593 1152390.5594779078)
Béton;Béton;Non;Non;Bitume;POINT (2536950.0285413256 1152499.5572787742)
Spadom;Bois;Oui;Non;Gravillon;POINT (2536912.1100513805 1152904.3186134184)
Spadom;Bois;Oui;Non;Gravillon;POINT (2536913.602337175 1152908.0234845697)
Spadom;Bois;Oui;Non;Gravillon;POINT (2536915.1975297355 1152911.2137838588)
Spadom;Bois;Oui;Non;Gravillon;POINT (2536916.998552326 1152914.7128207248)
Spadom;Bois;Oui;Non;Gravillon;POINT (2536928.421846714 1152909.7727147653)
Spadom;Bois;Oui;Non;Gravillon;POINT (2536931.303385897 1152907.5085482788)
Spadom;Bois;Oui;Non;Bitume;POINT (2538176.1247943747 1153040.8284333458)
Spadom;Bois;Oui;Non;Gravillon;POINT (2536946.328563018 1152896.3935309716)
Spadom;Bois;Oui;Non;Gravillon;POINT (2536949.21010474 1152894.3351923805)
Béton;Béton;Non;Non;Bitume;POINT (2536984.401812245 1152523.2267745233)
Spadom;Bois;Oui;Non;Bitume;POINT (2537156.939023498 1152797.3859535635)
Design 1;Bois;Non;Non;Bitume;POINT (2538163.1176018054 1154314.0103495412)
Spadom;Bois;Oui;Non;Bitume;POINT (2538180.5303716226 1153038.6781218946)
Urban;Bois;Oui;Oui;Bitume;POINT (2538537.20593957 1152978.801374613)
Spadom;Bois;Oui;Non;Bitume;POINT (2538184.968119842 1153036.3367701701)
Léman;Bois;Oui;Oui;Bitume;POINT (2536496.479303393 1152349.7871445622)
Urban;Bois;Oui;Oui;Bitume;POINT (2538578.474474597 1152849.1318117639)
Urban;Bois;Oui;Oui;Gravillon;POINT (2538600.0349654765 1152782.0844153352)
Bois/bords en pierre;Bois;Non;Non;Pavage;POINT (2538451.9950166726 1152363.9025682732)
Bois/bords en béton;Bois;Non;Non;Pavage;POINT (2538286.5624973457 1152487.088252948)
Bois/bords en béton;Bois;Non;Non;Pavage;POINT (2538293.3548026774 1152486.8823310651)
Bois/bords en béton;Bois;Non;Non;Pavage;POINT (2538381.5518576824 1152484.153893117)
Léman;Bois;Oui;Oui;Bitume;POINT (2539233.8645865433 1155045.3419534138)
Bois/bords en béton;Bois;Non;Non;Pavage;POINT (2538380.625666833 1152487.18975031)
Léman;Bois;Oui;Oui;Bitume;POINT (2536537.818852917 1152354.5469221193)
Léman;Bois;Oui;Oui;Bitume;POINT (2536560.560012356 1152356.8386668693)
Léman;Bois;Oui;Oui;Gravillon;POINT (2539346.629570939 1153810.5899954727)
Autre;Bois;Oui;Non;Bitume;POINT (2538651.283777609 1153156.9945362678)
Léman;Bois;Oui;Oui;Pavage;POINT (2538709.223962117 1153070.8569740667)
Bois/bords en béton;Bois;Non;Non;Pavage;POINT (2538385.822826874 1152488.6304114505)
Bois/bords en béton;Bois;Non;Non;Pavage;POINT (2538294.332130514 1152454.3370472968)
Léman;Bois;Oui;Oui;Pavage;POINT (2538013.365242772 1152949.2557445492)
Bois/bords en béton;Bois;Non;Non;Pavage;POINT (2538434.0377460048 1152472.6529189295)
Spadom;Bois;Oui;Non;Bitume;POINT (2537932.53899845 1152368.718188389)
Spadom;Bois;Oui;Non;Bitume;POINT (2537940.1031109453 1152367.7405416989)
Autre;Bois;Non;Non;Bitume;POINT (2537595.296687221 1152738.0212575542)
Autre;Bois;Non;Non;Bitume;POINT (2537576.669510609 1152745.843103188)
Autre;Bois;Oui;Non;Pavage;POINT (2537649.635691783 1152809.5453247146)
Autre;Bois;Oui;Non;Pavage;POINT (2537661.7793842917 1152805.1197735607)
Autre;Bois;Oui;Non;Pavage;POINT (2537667.5424943864 1152803.1642892454)
Autre;Bois;Oui;Non;Pavage;POINT (2537672.996861341 1152800.9000694843)
Léman;Bois;Oui;Oui;Bitume;POINT (2539690.683431831 1153210.029969866)
Autre;Bois;Oui;Non;Pavage;POINT (2537679.2745357216 1152798.841660567)
Autre;Bois;Oui;Non;Pavage;POINT (2537684.7289077523 1152796.9890965878)
Autre;Bois;Oui;Non;Pavage;POINT (2537696.6667740406 1152792.5635497023)
Autre;Bois;Oui;Non;Pavage;POINT (2537699.23946094 1152781.140048422)
Autre;Bois;Oui;Non;Pavage;POINT (2537692.961787829 1152783.3013712899)
Autre;Bois;Oui;Non;Pavage;POINT (2537686.9928515134 1152785.2568598664)
Autre;Bois;Oui;Non;Pavage;POINT (2537681.229742687 1152787.3152581342)
Autre;Bois;Oui;Non;Pavage;POINT (2537663.6316794157 1152793.696287209)
Autre;Bois;Oui;Non;Pavage;POINT (2537657.9714849708 1152795.857597286)
Autre;Bois;Non;Non;Dalles;POINT (2538167.287324583 1152805.4187324136)
Spadom;Bois;Oui;Non;Bitume;POINT (2536971.221077299 1153990.5848998174)
Autre;Bois;Non;Non;Dalles;POINT (2538165.4349021334 1152804.3896034735)
Léman;Bois;Oui;Oui;Bitume;POINT (2539688.37148871 1153204.4166514147)
Léman;Bois;Oui;Oui;Bitume;POINT (2537966.120253255 1152703.6834920011)
Autre;Bois;Non;Non;Bitume;POINT (2538152.571080791 1152698.0813732971)
Autre;Bois;Non;Non;Bitume;POINT (2538149.432213618 1152698.2872403204)
Autre;Bois;Non;Non;Bitume;POINT (2538147.528319823 1152699.2649133531)
Spadom;Bois;Oui;Non;Dalles;POINT (2538198.0584349805 1152751.6985189843)
Spadom;Bois;Oui;Non;Dalles;POINT (2538198.161332474 1152755.0946295294)
Spadom;Bois;Oui;Non;Dalles;POINT (2538198.367143039 1152758.3878278944)
Spadom;Bois;Oui;Non;Dalles;POINT (2538198.6758662164 1152761.6810265225)
Spadom;Bois;Oui;Non;Bitume;POINT (2536989.757830877 1153975.1606379407)
Spadom;Bois;Oui;Non;Dalles;POINT (2538199.3962384714 1152765.2829634675)
Spadom;Bois;Oui;Non;Dalles;POINT (2538200.425331154 1152772.7955736371)
Spadom;Bois;Oui;Non;Dalles;POINT (2538201.351534132 1152775.1625618977)
Léman;Bois;Oui;Oui;Bitume;POINT (2539210.351363815 1154942.302333394)
Spadom;Bois;Oui;Non;Dalles;POINT (2538202.0719086775 1152778.2499366843)
Spadom;Bois;Oui;Non;Dalles;POINT (2538203.203937339 1152780.5140130299)
Léman;Bois;Oui;Oui;Bitume;POINT (2537857.5993966567 1151820.2618913378)
Léman;Bois;Non;Non;Gravillon;POINT (2537098.10956827 1152676.319033151)
Léman;Bois;Oui;Oui;Bitume;POINT (2537969.874982539 1152698.6361509964)
Léman;Bois;Oui;Oui;Gravillon;POINT (2539327.9790303973 1153822.408159778)
Spadom;Bois;Oui;Non;Dalles;POINT (2538194.250565679 1152774.7508944953)
Spadom;Bois;Oui;Non;Dalles;POINT (2538191.3690592507 1152764.253819159)
Spadom;Bois;Oui;Non;Dalles;POINT (2538187.9729352384 1152766.0033220684)
Spadom;Bois;Oui;Non;Bitume;POINT (2538415.384542831 1152662.3710680718)
Spadom;Bois;Oui;Non;Bitume;POINT (2538417.2884302926 1152661.444860914)
Spadom;Bois;Oui;Non;Bitume;POINT (2536993.4025779963 1153972.4566312507)
Spadom;Bois;Oui;Non;Bitume;POINT (2538411.113701011 1152655.270099564)
Spadom;Bois;Oui;Non;Bitume;POINT (2538412.9146763175 1152654.2409797197)
Spadom;Bois;Oui;Non;Sur un socle;POINT (2538294.2563700257 1152668.5455125647)
Spadom;Bois;Oui;Non;Sur un socle;POINT (2538295.6971777603 1152661.5474707042)
Spadom;Bois;Oui;Non;Sur un socle;POINT (2538296.932158436 1152654.9610780685)
Spadom;Bois;Oui;Non;Sur un socle;POINT (2538297.9613120537 1152648.786334652)
Autre;Bois;Non;Non;Bitume;POINT (2538021.53732046 1152758.8010478814)
Autre;Bois;Non;Non;Bitume;POINT (2538024.007224968 1152757.9776851684)
Spadom;Bois;Oui;Non;Bitume;POINT (2537007.7396492437 1153961.4579903693)
Léman;Bois;Oui;Oui;Bitume;POINT (2539350.815170795 1154734.6227169388)
Autre;Bois;Non;Non;Bitume;POINT (2538026.2712981775 1152756.7426709253)
Léman;Bois;Oui;Oui;Perméable;POINT (2536748.6031182567 1151964.9866701046)
Léman;Bois;Oui;Oui;Gravillon;POINT (2536871.0172262625 1152756.4175011178)
Léman;Bois;Oui;Oui;Perméable;POINT (2536750.449706429 1151964.1249289575)
Léman;Bois;Oui;Oui;Perméable;POINT (2536863.5224555186 1151909.8352366888)
Léman;Bois;Oui;Oui;Perméable;POINT (2536855.7052322556 1151905.0341074406)
Léman;Bois;Oui;Oui;Bitume;POINT (2538774.987425706 1153793.7244901662)
Spadom;Bois;Oui;Non;Bitume;POINT (2537012.0038806526 1153958.7464187986)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536931.9238513997 1152733.77523592)
Béton (type lugano);Béton;Non;Non;Gravillon;POINT (2536936.6120636957 1152712.329413435)
Béton (type lugano);Béton;Non;Non;Gravillon;POINT (2536936.617831803 1152717.823219428)
Béton (type lugano);Béton;Non;Non;Gravillon;POINT (2536936.6274063373 1152719.3928941977)
Léman;Bois;Oui;Oui;Gravillon;POINT (2536931.9911439703 1152694.824042911)
Léman;Bois;Oui;Oui;Gravillon;POINT (2536930.786741561 1152693.2376627615)
Spadom;Bois;Oui;Non;Bitume;POINT (2537040.372306936 1153941.27060063)
Léman;Bois;Oui;Oui;Bitume;POINT (2539284.891973044 1152761.6048076754)
Léman;Bois;Oui;Oui;Bitume;POINT (2537561.3043097067 1152542.066628355)
Léman;Bois;Oui;Oui;Bitume;POINT (2537926.3238259368 1151581.3065802413)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536942.85545035 1152733.5207841722)
Léman;Bois;Oui;Oui;Bitume;POINT (2539318.8076424734 1154707.2932119872)
Léman;Bois;Oui;Oui;Bitume;POINT (2539204.719269892 1152598.920389689)
Léman;Bois;Oui;Oui;Gravillon;POINT (2536409.5695298035 1152581.500907926)
Léman;Bois;Oui;Oui;Pavage;POINT (2538163.9513994576 1152367.481338745)
Spadom;Bois;Oui;Non;Bitume;POINT (2538159.7493049833 1154000.3747737212)
Spadom;Bois;Oui;Non;Bitume;POINT (2536741.984876883 1153415.0859441706)
Léman;Bois;Oui;Oui;Pavage;POINT (2538192.327304373 1152394.1337613666)
Léman;Bois;Oui;Oui;Pavage;POINT (2538194.9125278145 1152394.9955025136)
Léman;Bois;Oui;Oui;Pavage;POINT (2538193.065939642 1152392.3487261334)
Léman;Bois;Oui;Oui;Pavage;POINT (2538218.1179858474 1152399.3657611883)
Léman;Bois;Oui;Oui;Pavage;POINT (2538220.210785776 1152399.4273141276)
Léman;Bois;Oui;Oui;Pavage;POINT (2538239.5999615863 1152370.8051974552)
Spadom;Bois;Oui;Non;Bitume;POINT (2536740.3806125894 1153417.108084773)
Léman;Bois;Oui;Oui;Pavage;POINT (2538240.4617027333 1152368.9586092827)
Léman;Bois;Oui;Oui;Pavage;POINT (2538248.032714241 1152452.4859476143)
Léman;Bois;Oui;Oui;Pavage;POINT (2538318.326170671 1152407.7985138423)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536993.598634502 1152752.005136915)
Léman;Bois;Oui;Oui;Béton;POINT (2537589.533231929 1152711.9841485843)
Léman;Bois;Oui;Oui;Béton;POINT (2537590.5549954614 1152721.1645266977)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2537011.8419376267 1152652.9011194073)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537017.6121264403 1152652.7592090848)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537091.3814412463 1152743.6295335067)
Léman;Bois;Non;Non;Gravillon;POINT (2536997.344699804 1152761.3004441974)
Léman;Bois;Oui;Oui;Gravillon;POINT (2536996.674773202 1152771.7887704186)
Léman;Bois;Oui;Oui;Béton;POINT (2537589.7548072534 1152719.1948326472)
Léman;Bois;Oui;Oui;Béton;POINT (2537590.4318895834 1152726.2118677022)
Léman;Bois;Oui;Oui;Béton;POINT (2537574.0077550565 1152735.6884133737)
Léman;Bois;Oui;Oui;Béton;POINT (2537577.0616498175 1152734.278923484)
Léman;Bois;Oui;Oui;Béton;POINT (2537569.196125601 1152732.3056086712)
Léman;Bois;Oui;Oui;Béton;POINT (2537568.334384454 1152730.3974675597)
Léman;Bois;Oui;Oui;Béton;POINT (2537560.5171611905 1152736.5527614676)
Léman;Bois;Oui;Oui;Béton;POINT (2537559.6554200435 1152734.336855661)
Léman;Bois;Oui;Oui;Béton;POINT (2537556.7008789675 1152738.1531378839)
Léman;Bois;Oui;Oui;Béton;POINT (2537555.7160319425 1152735.6294673814)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537019.1327739665 1152652.734143466)
Spadom;Bois;Oui;Non;Bitume;POINT (2536724.499830533 1153436.7525399856)
Léman;Bois;Oui;Oui;Bitume;POINT (2536261.47315838 1152823.0654173444)
Léman;Bois;Oui;Oui;Bitume;POINT (2536064.2575415685 1152897.4213677528)
Léman;Bois;Oui;Oui;Bitume;POINT (2536104.3900578483 1153029.2677632617)
Léman;Bois;Oui;Oui;Béton;POINT (2535943.2444633376 1152903.084238148)
Spadom;Bois;Oui;Non;Bitume;POINT (2536721.88298391 1153439.6081998723)
Léman;Bois;Oui;Oui;Perméable;POINT (2536011.6913315947 1152793.2737948294)
Léman;Bois;Oui;Oui;Béton;POINT (2535992.486814602 1152787.364712678)
Léman;Bois;Oui;Oui;Bitume;POINT (2536107.7139165597 1152819.3722409992)
Léman;Bois;Oui;Oui;Bitume;POINT (2535846.483243105 1152876.3702625867)
Léman;Bois;Oui;Oui;Bitume;POINT (2535837.250302243 1152884.249038789)
Léman;Bois;Oui;Oui;Bitume;POINT (2535922.8088875646 1153190.167146016)
Léman;Bois;Oui;Oui;Bitume;POINT (2536453.395222434 1153134.7695008442)
Léman;Bois;Oui;Oui;Bitume;POINT (2536639.0388866984 1153126.6445128857)
Léman;Bois;Oui;Oui;Bitume;POINT (2536616.8798286295 1153127.3831481547)
Léman;Bois;Oui;Oui;Bitume;POINT (2536487.926421258 1153234.7314739097)
Léman;Bois;Oui;Oui;Bitume;POINT (2536206.198619089 1153277.0183430577)
Léman;Bois;Oui;Oui;Bitume;POINT (2536765.776388266 1153892.9786044292)
Léman;Bois;Oui;Oui;Perméable;POINT (2536625.4356871643 1153795.3556430486)
Léman;Bois;Oui;Oui;Bitume;POINT (2536681.0795440925 1154034.4272584347)
Léman;Bois;Oui;Oui;Bitume;POINT (2536866.6001024786 1153476.3883127368)
Léman;Bois;Oui;Oui;Bitume;POINT (2537014.450262149 1153654.3994125554)
Léman;Bois;Oui;Oui;Bitume;POINT (2537176.2113860506 1154222.6561461403)
Léman;Bois;Oui;Oui;Béton;POINT (2538374.2162393625 1153049.026256705)
Léman;Bois;Oui;Oui;Bitume;POINT (2539224.5085398015 1154541.9620176188)
Léman;Bois;Oui;Oui;Bitume;POINT (2539366.080299686 1154561.9051698807)
Léman;Bois;Non;Non;Gravillon;POINT (2537001.904355798 1152749.492812521)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536839.1251473175 1152657.459488447)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536941.89228781 1152711.4571953805)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536941.9724052306 1152712.6239748094)
Léman;Bois;Oui;Oui;Bitume;POINT (2538109.1846719193 1152588.625660622)
Béton (type lugano);Béton;Non;Non;Gravillon;POINT (2536937.417436823 1152729.690416369)
Spadom;Bois;Oui;Non;Bitume;POINT (2536719.0912042847 1153442.81372568)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536942.240715895 1152720.9387981405)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536931.742829326 1152732.4719950103)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536943.0295562334 1152732.3539994825)
Cercle;Bois;Non;Non;Pavage;POINT (2537766.664753998 1152809.815183985)
Léman;Bois;Oui;Oui;Bitume;POINT (2537552.3566248035 1151239.0401652048)
Léman;Bois;Oui;Oui;Bitume;POINT (2537443.146173078 1151555.5653727485)
Vestre (lune et demi-lune);Bois;Non;Non;Bitume;POINT (2537916.596598208 1152869.7861223514)
Vestre (lune et demi-lune);Bois;Non;Non;Bitume;POINT (2537917.989163212 1152869.3219000723)
Vestre (lune et demi-lune);Bois;Non;Non;Bitume;POINT (2537920.03159828 1152867.9292758221)
Léman;Bois;Oui;Oui;Bitume;POINT (2538110.7081071613 1152584.5631666428)
Léman;Bois;Oui;Oui;Bitume;POINT (2538394.024948553 1152965.273278109)
Léman;Bois;Oui;Oui;Bitume;POINT (2537468.5316533823 1151580.0694127644)
Léman;Bois;Non;Non;Gravillon;POINT (2537100.5841336767 1152676.278466505)
Vestre (lune et demi-lune);Bois;Non;Non;Dalles;POINT (2537565.4853078094 1152746.827714936)
Vestre (lune et demi-lune);Bois;Non;Non;Dalles;POINT (2537575.179645953 1152738.440478565)
Vestre (lune et demi-lune);Bois;Non;Non;Bitume;POINT (2537969.885863349 1152802.569695395)
Léman;Bois;Oui;Oui;Pavage;POINT (2538523.235904875 1152414.815548896)
Léman;Bois;Oui;Oui;Pavage;POINT (2538519.7273873477 1152412.7843019066)
Autre;Bois;Oui;Non;Bitume;POINT (2536616.3648883104 1153105.3382664088)
Autre;Pierre;Non;Non;Pavage;POINT (2537782.3539590864 1152844.722297485)
Autre;Bois;Non;Non;Bitume;POINT (2537757.751217782 1152705.5577458972)
Autre;Bois;Non;Non;Bitume;POINT (2537757.1013687556 1152706.7646592723)
Autre;Bois;Non;Non;Bitume;POINT (2537755.615965533 1152706.7646900297)
Autre;Bois;Non;Non;Bitume;POINT (2537743.547138767 1152712.7994395131)
Autre;Bois;Non;Non;Bitume;POINT (2537743.0829662876 1152714.0991874903)
Autre;Bois;Non;Non;Bitume;POINT (2537740.576351785 1152714.3777547616)
Autre;Bois;Non;Non;Bitume;POINT (2537735.84165649 1152716.605975726)
Autre;Bois;Non;Non;Bitume;POINT (2537735.377488591 1152718.2770775235)
Spadom;Bois;Oui;Non;Pavage;POINT (2536988.1724837706 1153227.3161738906)
Autre;Bois;Non;Non;Bitume;POINT (2537733.520729983 1152717.9057621544)
Vestre (lune et demi-lune);Bois;Non;Non;Perméable;POINT (2537956.1998125226 1152825.7984470013)
Léman;Bois;Oui;Oui;Pavage;POINT (2537965.24059978 1152813.489905314)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537096.05985773 1152684.1906406644)
Léman;Bois;Oui;Oui;Bitume;POINT (2537949.685618529 1152709.900338845)
Bois/bords en pierre;Bois;Non;Non;Dalles;POINT (2537935.0705109015 1152645.6736567672)
Léman;Bois;Oui;Oui;Bitume;POINT (2539530.795964665 1153674.1886824707)
Bois/bords en pierre;Bois;Non;Non;Dalles;POINT (2537934.142149896 1152647.3446870167)
Bois/bords en pierre;Bois;Non;Non;Dalles;POINT (2537933.399421774 1152644.8381417817)
Bois/bords en pierre;Bois;Non;Non;Dalles;POINT (2537932.3782229587 1152646.5091720286)
Bois/bords en pierre;Bois;Non;Non;Dalles;POINT (2537929.685924569 1152646.3235021846)
Autre;Bois;Non;Non;Bitume;POINT (2537830.907058587 1152683.8320325539)
Vestre (lune et demi-lune);Bois;Non;Non;Pavage;POINT (2538038.027168293 1152599.34898011)
Vestre (lune et demi-lune);Bois;Non;Non;Pavage;POINT (2538039.7910667397 1152597.399444776)
Vestre (lune et demi-lune);Bois;Non;Non;Pavage;POINT (2538044.6218147 1152602.3303948701)
Autre;Métal;Oui;Non;Pavage;POINT (2537131.781725314 1153064.0515578426)
Autre;Pierre;Non;Non;Dalles;POINT (2538001.8210131037 1152657.092358827)
Autre;Pierre;Non;Non;Dalles;POINT (2538001.3102617445 1152643.074272295)
Bois/bords en pierre;Bois;Non;Non;Pavage;POINT (2538143.630037715 1152575.4900659798)
Bois/bords en pierre;Bois;Non;Non;Pavage;POINT (2538145.6724914224 1152576.5576359965)
Autre;Béton;Non;Non;Pavage;POINT (2538151.6605749987 1152577.90365129)
Autre;Bois;Non;Non;Bitume;POINT (2537741.922501317 1152714.6098230234)
Bois/bords en pierre;Bois;Non;Non;Bitume;POINT (2538146.5074054543 1152518.3965945723)
Bois/bords en pierre;Bois;Non;Non;Bitume;POINT (2538147.0643868223 1152513.9405137652)
Léman;Bois;Oui;Oui;Bitume;POINT (2539788.210355896 1153907.4743215838)
Léman;Bois;Oui;Oui;Bitume;POINT (2539236.8191276197 1152620.7716830587)
Spadom;Bois;Oui;Non;Gravillon;POINT (2537145.614317764 1153224.2341521801)
Bois/bords en pierre;Bois;Non;Non;Bitume;POINT (2538130.9105725973 1152518.211159111)
Bois/bords en pierre;Bois;Non;Non;Bitume;POINT (2538133.13869934 1152518.9538043959)
Bois/bords en pierre;Bois;Non;Non;Bitume;POINT (2538133.324285327 1152510.5986657736)
Bois/bords en pierre;Bois;Non;Non;Bitume;POINT (2538135.5524120694 1152511.3413110543)
Bois/bords en pierre;Bois;Non;Non;Bitume;POINT (2538135.737996043 1152502.8005027466)
Bois/bords en pierre;Bois;Non;Non;Bitume;POINT (2538137.9661227865 1152503.5431480256)
Léman;Bois;Oui;Oui;Pavage;POINT (2537968.072653619 1152811.7471029512)
Léman;Bois;Oui;Oui;Pavage;POINT (2537965.5129126483 1152829.1206640054)
Léman;Bois;Oui;Oui;Pavage;POINT (2537966.9289395683 1152830.972391516)
Léman;Bois;Oui;Oui;Pavage;POINT (2537984.356963196 1152854.227910545)
Spadom;Bois;Oui;Non;Bitume;POINT (2538154.664612421 1154000.3335450112)
Spadom;Bois;Oui;Non;Gravillon;POINT (2537140.272062823 1153231.259797946)
Léman;Bois;Oui;Oui;Pavage;POINT (2538003.092088596 1152878.7360687722)
Léman;Bois;Oui;Oui;Pavage;POINT (2538011.915025558 1152890.2821344258)
Léman;Bois;Oui;Oui;Pavage;POINT (2538006.141992731 1152782.990863965)
Léman;Bois;Non;Non;Gravillon;POINT (2537049.722866745 1152748.8948840783)
Léman;Bois;Non;Non;Gravillon;POINT (2537049.754957892 1152746.436609821)
Autre;Pierre;Non;Non;Pavage;POINT (2538272.0258509093 1152642.445667356)
Autre;Pierre;Non;Non;Pavage;POINT (2538273.139925626 1152636.2255851068)
Léman;Bois;Oui;Oui;Pavage;POINT (2538009.9543728996 1152780.921286159)
Léman;Bois;Non;Non;Béton;POINT (2537004.6891030073 1152759.316891442)
Autre;Pierre;Non;Non;Pavage;POINT (2538274.0683109597 1152633.3476376315)
Autre;Pierre;Non;Non;Pavage;POINT (2538275.832254708 1152625.2708152027)
Autre;Pierre;Non;Non;Pavage;POINT (2538276.5749618174 1152623.228401072)
Spadom;Bois;Oui;Non;Gravillon;POINT (2537138.0663916296 1153233.5414253366)
Autre;Pierre;Non;Non;Pavage;POINT (2538277.3176505836 1152620.814670241)
Spadom;Bois;Oui;Non;Pavage;POINT (2538267.7553645885 1152636.3184087942)
Spadom;Bois;Oui;Non;Pavage;POINT (2538267.47683382 1152640.5889142356)
Spadom;Bois;Oui;Non;Pavage;POINT (2538260.792521081 1152647.458842256)
Spadom;Bois;Oui;Non;Pavage;POINT (2538258.007413436 1152645.2307451656)
Léman;Bois;Non;Non;Gravillon;POINT (2536995.6535954564 1152761.3609878076)
Léman;Bois;Oui;Oui;Gravillon;POINT (2536997.586773538 1152771.5494310928)
Léman;Bois;Oui;Oui;Gravillon;POINT (2536922.896251316 1152752.8587701404)
Spadom;Bois;Oui;Non;Gravillon;POINT (2537131.891340144 1153238.383885141)
Autre;Pierre;Non;Non;Pavage;POINT (2538349.173886007 1152579.8736607872)
Léman;Bois;Oui;Oui;Gravillon;POINT (2536921.4029390267 1152750.9709736013)
Spadom;Bois;Oui;Non;Pavage;POINT (2538229.22752719 1152721.17141307)
Autre;Pierre;Oui;Non;Dalles;POINT (2538200.9121140367 1152732.6831417421)
Vestre (lune et demi-lune);Bois;Non;Non;Perméable;POINT (2538030.6501509584 1152778.633858058)
Vestre (lune et demi-lune);Bois;Non;Non;Perméable;POINT (2538033.4822047977 1152776.9999808427)
Léman;Bois;Oui;Oui;Gravillon;POINT (2536919.8475927175 1152753.1999912162)
Léman;Bois;Oui;Oui;Gravillon;POINT (2536915.2142933477 1152753.385108659)
Léman;Bois;Oui;Oui;Bitume;POINT (2539489.4323896025 1152971.5003299362)
Béton (assise bois);Bois;Non;Non;Pavage;POINT (2538640.2774479324 1152480.0988216137)
Lausanne;Bois;Oui;Non;Bitume;POINT (2538778.8818744025 1152893.7818860123)
Béton;Béton;Non;Non;Dalles;POINT (2535325.5040412564 1152671.8465761957)
Spadom;Bois;Oui;Non;Gravillon;POINT (2537129.5072297063 1153239.8885406735)
Béton;Béton;Non;Non;Bitume;POINT (2536814.2463279725 1151727.4159075283)
Autre;Bois;Non;Non;Gravillon;POINT (2538087.3394898283 1154762.8555908152)
Autre;Bois;Non;Non;Gravillon;POINT (2538089.1961576534 1154755.056901275)
Urban;Bois;Oui;Oui;Gravillon;POINT (2537998.9859021646 1151812.2914694983)
Urban;Bois;Oui;Oui;Gravillon;POINT (2538032.777717771 1151700.146774873)
Urban;Bois;Oui;Oui;Bitume;POINT (2537049.0685053593 1151755.6505707542)
Léman;Bois;Oui;Oui;Bitume;POINT (2538223.3766695377 1151972.709940017)
Léman;Bois;Oui;Oui;Gravillon;POINT (2538311.665318209 1151921.5566158867)
Léman;Bois;Oui;Oui;Bitume;POINT (2538438.1101271315 1151836.0538269943)
Autre;Bois;Non;Non;Bitume;POINT (2537837.9213425973 1152680.0232151304)
Spadom;Bois;Oui;Non;Gravillon;POINT (2537142.214232388 1153229.3957097852)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537095.177070814 1152684.9321816743)
Béton (assise bois);Bois;Non;Non;Bitume;POINT (2538791.6582959318 1153172.4641062615)
Béton (assise bois);Bois;Non;Non;Bitume;POINT (2538793.0805219105 1153171.4430209433)
Béton (assise bois);Bois;Non;Non;Bitume;POINT (2538790.928949276 1153176.220241539)
Béton (assise bois);Bois;Non;Non;Bitume;POINT (2538789.7984619597 1153177.3507288555)
Béton (assise bois);Bois;Non;Non;Bitume;POINT (2538788.667974643 1153180.5233868083)
Autre;Bois;Oui;Non;Bitume;POINT (2538190.051650154 1152205.4262690174)
Léman;Bois;Oui;Oui;Bitume;POINT (2536966.6644265554 1153995.8306410857)
Léman;Bois;Oui;Oui;Pavage;POINT (2538024.1533954125 1152945.5379592786)
Léman;Bois;Oui;Oui;Bitume;POINT (2536940.525411595 1153904.8984276983)
Léman;Bois;Oui;Oui;Bitume;POINT (2536803.397404702 1154272.16942692)
Léman;Bois;Oui;Oui;Bitume;POINT (2536946.924435174 1153797.0232269652)
Autre;Métal;Oui;Non;Bitume;POINT (2537987.7130918438 1152494.953718724)
Autre;Métal;Oui;Non;Bitume;POINT (2537985.763443701 1152489.66212326)
