nom;matiere;dossier;accoudoir;rev_sol;geometry
Léman;Bois;Oui;Oui;Gravillon;POINT (2538362.7673926847 1153732.1715510844)
Léman;Bois;Non;Non;Gravillon;POINT (2538361.474780966 1153723.2463749172)
Léman;Bois;Non;Non;Gravillon;POINT (2538365.9065925796 1153723.000163161)
Léman;Bois;Non;Non;Gravillon;POINT (2538362.213416235 1153741.2198331286)
Léman;Bois;Non;Non;Gravillon;POINT (2538366.6452278486 1153740.7274096159)
Léman;Bois;Oui;Oui;Gravillon;POINT (2538355.319487059 1154191.0487119243)
Léman;Bois;Non;Non;Gravillon;POINT (2538361.2285692105 1154184.4009945039)
Léman;Bois;Oui;Oui;Gravillon;POINT (2538385.8497448424 1154053.9087636545)
Léman;Bois;Oui;Oui;Bitume;POINT (2538374.0315805394 1154038.889846519)
Léman;Bois;Oui;Oui;Bitume;POINT (2538376.9861216154 1153926.863497394)
Béton (assise bois);Bois;Non;Non;Bitume;POINT (2537867.8817624855 1151904.4185780478)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536992.7213329435 1152678.2891741798)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536992.7213674285 1152679.807555152)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536990.9751270334 1152684.8031861295)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536992.7534758304 1152696.861563176)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536992.7324434174 1152694.9111356717)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536995.1481782454 1152682.1662968986)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536995.0926432502 1152683.6291083903)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2537007.516664428 1152694.2955347933)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2537002.918662417 1152696.6810418852)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536994.2457325915 1152712.240034966)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536994.3999026283 1152717.2736120892)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536994.486063302 1152719.2518923387)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536994.5082373293 1152724.494094615)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536994.598412222 1152726.3043789167)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536994.572740643 1152734.089714104)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536994.5543566053 1152730.4646353489)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536994.540819623 1152731.5754640438)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2537003.5737997494 1152735.1926277664)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2537003.444763969 1152727.9325220184)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537093.6237067143 1152747.158441464)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537085.5976227005 1152746.0955645666)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537086.519729951 1152744.9307975133)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537084.6816693805 1152744.9420149901)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537041.0618426516 1152749.3018117982)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537041.322123216 1152748.2710604735)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537040.042228409 1152748.7044882686)
Béton (assise bois);Bois;Non;Non;Bitume;POINT (2537874.529479906 1151902.2026722408)
Béton;Bois;Non;Non;Gravillon;POINT (2537918.2936195917 1151862.316367717)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536994.2691440224 1152709.634093346)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536994.226080928 1152708.0838219475)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2537003.131326026 1152717.2382775103)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536991.5367069095 1152668.4854925375)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536991.5367069095 1152666.7072691421)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536991.5367069095 1152670.4304243764)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536995.0931537007 1152672.8754815452)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536988.3136770055 1152654.0374274487)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2537100.0681762807 1152660.6587342282)
Béton (type lugano);Béton;Non;Non;Béton;POINT (2537096.899302921 1152671.5655541671)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537094.9824610115 1152672.566338629)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537095.0265031727 1152673.7227678068)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2537093.038737518 1152674.899200541)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536958.1097686524 1152655.2424061156)
Léman;Bois;Oui;Oui;Pavage;POINT (2538137.2852179445 1152711.2184769332)
Léman;Bois;Oui;Oui;Pavage;POINT (2538134.7011531466 1152711.1010194425)
Léman;Bois;Oui;Oui;Pavage;POINT (2538158.0249376534 1152706.115593454)
Léman;Bois;Oui;Oui;Pavage;POINT (2538155.205957874 1152705.8806784726)
Léman;Bois;Oui;Oui;Béton;POINT (2537614.295674404 1152719.4499152682)
Léman;Bois;Oui;Oui;Béton;POINT (2537613.70838695 1152717.8642391423)
Léman;Bois;Oui;Oui;Béton;POINT (2537613.238556987 1152716.219834271)
Léman;Bois;Oui;Oui;Béton;POINT (2537612.5925407875 1152714.5754293997)
Léman;Bois;Oui;Oui;Béton;POINT (2537612.2988970606 1152713.1072107644)
Léman;Bois;Oui;Oui;Béton;POINT (2537611.770338352 1152711.8151783657)
Léman;Bois;Oui;Oui;Béton;POINT (2537594.8564596754 1152708.1739961507)
Léman;Bois;Oui;Oui;Béton;POINT (2537592.859682332 1152708.8787410955)
Léman;Bois;Oui;Oui;Béton;POINT (2537590.3343462795 1152709.7009435312)
Léman;Bois;Oui;Oui;Béton;POINT (2537564.25878332 1152723.3260124652)
Léman;Bois;Oui;Oui;Béton;POINT (2537562.144548485 1152724.0894861554)
Léman;Bois;Oui;Oui;Béton;POINT (2537560.2064998867 1152724.7942311002)
Léman;Bois;Oui;Oui;Béton;POINT (2537558.50336627 1152725.3815185542)
Léman;Bois;Oui;Oui;Béton;POINT (2537556.5653176717 1152726.0862634992)
Léman;Bois;Oui;Oui;Pavage;POINT (2538720.6277803313 1152539.739954332)
Béton (assise bois);Bois;Non;Non;Gravillon;POINT (2537907.398749375 1151865.0862499757)
Spadom;Bois;Oui;Oui;Gravillon;POINT (2537899.643079051 1151874.3191908377)
Spadom;Bois;Oui;Non;Gravillon;POINT (2537906.2907964713 1151873.026579117)
Léman;Bois;Oui;Oui;Béton;POINT (2538317.71064128 1153048.10296262)
Léman;Bois;Oui;Oui;Bitume;POINT (2538314.9407590213 1153052.5347742338)
Léman;Bois;Oui;Oui;Bitume;POINT (2538303.6765711694 1153019.8501635825)
Léman;Bois;Oui;Oui;Bitume;POINT (2538309.954970956 1153021.5120929377)
Léman;Bois;Oui;Oui;Pavage;POINT (2538158.7296825983 1152703.5315286564)
Léman;Bois;Oui;Oui;Pavage;POINT (2538155.6757878372 1152703.061698693)
Léman;Bois;Oui;Oui;Pavage;POINT (2538150.27274326 1152707.2901683622)
Léman;Bois;Oui;Oui;Pavage;POINT (2538149.802913297 1152709.7567756693)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537564.7873420278 1153230.3019071692)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537563.9064108464 1153228.3638585708)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537563.3191233925 1153232.005040786)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537561.43980354 1153232.6510569854)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537358.4145306763 1154398.0055520448)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537323.647113397 1154384.8503130742)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537292.6383358235 1154369.3459242876)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537286.765461283 1154363.473049747)
Vestre (lune et demi-lune);Bois;Non;Non;Dalles;POINT (2537572.347592113 1152739.420804894)
Vestre (lune et demi-lune);Bois;Non;Non;Dalles;POINT (2537573.709156459 1152738.9851043033)
Vestre (lune et demi-lune);Bois;Non;Non;Dalles;POINT (2537598.925328146 1152728.4738275525)
Vestre (lune et demi-lune);Bois;Non;Non;Dalles;POINT (2537600.4502802133 1152727.8747392404)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537312.7822954976 1154480.5194393382)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537243.2474609385 1154438.9394875919)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537234.0857766555 1154433.5364430146)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537220.930537685 1154425.5493336397)
Léman;Bois;Oui;Oui;Bitume;POINT (2537484.035317096 1151438.3704273903)
Léman;Bois;Oui;Oui;Bitume;POINT (2537638.609375001 1151852.525539982)
Léman;Bois;Oui;Oui;Béton;POINT (2537923.3263327214 1151720.0334903495)
Léman;Bois;Oui;Oui;Bitume;POINT (2539399.532077207 1152436.5241842829)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2539036.5884306077 1152020.9595818014)
Léman;Bois;Non;Non;Bitume;POINT (2537197.4425988393 1153030.933833451)
Léman;Bois;Oui;Oui;Bitume;POINT (2538215.1939601125 1154755.302340798)
Léman;Bois;Oui;Oui;Bitume;POINT (2540856.9908943106 1154413.0668057585)
Léman;Bois;Non;Non;Bitume;POINT (2540740.088657094 1154281.884585114)
Léman;Bois;Oui;Oui;Bitume;POINT (2540735.974085598 1154295.4384676898)
Léman;Bois;Oui;Oui;Béton;POINT (2540668.688739954 1154246.3056433524)
Léman;Bois;Oui;Oui;Béton;POINT (2540602.8555960143 1154332.9536783907)
Léman;Bois;Oui;Oui;Bitume;POINT (2540584.5820578984 1154144.8935576514)
Léman;Bois;Oui;Oui;Bitume;POINT (2540456.304240663 1154233.2358280118)
Léman;Bois;Oui;Oui;Béton;POINT (2540363.3633315717 1154223.7965169323)
Léman;Bois;Oui;Oui;Perméable;POINT (2540335.7714991854 1154130.6135742234)
Léman;Bois;Oui;Oui;Perméable;POINT (2540523.5895863078 1154082.4488843558)
Léman;Bois;Oui;Oui;Béton;POINT (2540441.5401900006 1153963.8524118173)
Léman;Bois;Oui;Oui;Bitume;POINT (2536978.039124644 1154511.211437625)
Léman;Bois;Oui;Oui;Bitume;POINT (2537005.388923413 1154380.7553178328)
Léman;Bois;Oui;Oui;Bitume;POINT (2537001.516385535 1154206.9751805214)
Léman;Bois;Oui;Oui;Bitume;POINT (2537119.386757221 1154216.8985588357)
Léman;Bois;Oui;Oui;Bitume;POINT (2537260.976423415 1154122.0213808052)
Léman;Bois;Oui;Oui;Perméable;POINT (2537281.7913145134 1154033.4370768275)
Léman;Bois;Non;Non;Béton;POINT (2537121.8070933954 1153922.343646429)
Léman;Bois;Oui;Oui;Bitume;POINT (2538316.0487119243 1153022.8047046582)
Léman;Bois;Oui;Oui;Perméable;POINT (2538339.3157228967 1152996.5831526103)
Léman;Bois;Oui;Oui;Perméable;POINT (2538335.2532289173 1152990.3047528241)
Léman;Bois;Oui;Oui;Perméable;POINT (2538333.5912995622 1152995.4751997069)
Léman;Bois;Oui;Oui;Bitume;POINT (2538338.207769993 1153004.3388229343)
Léman;Bois;Oui;Oui;Bitume;POINT (2538331.1907349383 1153002.6768935793)
Léman;Bois;Oui;Oui;Bitume;POINT (2538303.4919123524 1152993.4439527171)
Léman;Bois;Oui;Oui;Bitume;POINT (2538306.077135794 1152988.642823469)
Léman;Bois;Oui;Oui;Bitume;POINT (2538300.5373712764 1152985.503623576)
Léman;Bois;Oui;Oui;Gravillon;POINT (2538295.366924394 1152987.3502117484)
Léman;Bois;Oui;Oui;Gravillon;POINT (2538298.690783104 1152992.1513409966)
Léman;Bois;Oui;Oui;Gravillon;POINT (2538300.5373712764 1152988.642823469)
Léman;Bois;Oui;Oui;Bitume;POINT (2538294.812947942 1152991.9666821794)
Léman;Bois;Oui;Oui;Perméable;POINT (2538328.9748291313 1152981.2564707794)
Léman;Bois;Oui;Oui;Perméable;POINT (2538326.38960569 1152976.270682714)
Léman;Bois;Oui;Oui;Perméable;POINT (2538322.6964293453 1152969.9922829277)
Léman;Bois;Oui;Oui;Perméable;POINT (2538321.03449999 1152966.4837654002)
Léman;Bois;Oui;Oui;Perméable;POINT (2538319.0032530003 1152964.0832007763)
Léman;Bois;Oui;Oui;Bitume;POINT (2539227.7092926363 1152031.925491351)
Léman;Bois;Oui;Oui;Bitume;POINT (2539270.076675188 1152040.4683494125)
Léman;Bois;Oui;Oui;Bitume;POINT (2538740.763991575 1152471.0441587467)
Léman;Bois;Oui;Oui;Bitume;POINT (2538744.45716792 1152470.6748411122)
Léman;Bois;Oui;Oui;Bitume;POINT (2539008.3346177563 1152510.4688162273)
Léman;Bois;Oui;Oui;Bitume;POINT (2539225.0998576838 1154608.3789212657)
Léman;Bois;Oui;Oui;Pavage;POINT (2538715.096415982 1153074.2321852592)
Léman;Bois;Oui;Oui;Bitume;POINT (2537351.708588683 1153073.0610636917)
Léman;Bois;Oui;Oui;Bitume;POINT (2537945.02298339 1151581.681130216)
Léman;Bois;Oui;Oui;Bitume;POINT (2536614.002228728 1151730.8854545455)
Léman;Bois;Oui;Oui;Bitume;POINT (2536210.8920306927 1152869.5840510533)
Béton;Béton;Non;Non;(Pas de seléction);POINT (2536995.8766627773 1152666.1823638638)
Béton;Béton;Non;Non;(Pas de seléction);POINT (2536998.8312038523 1152721.3953502183)
Béton;Béton;Non;Non;(Pas de seléction);POINT (2537089.8680007514 1152689.634033653)
Léman;Bois;Oui;Oui;Bitume;POINT (2538165.1611328125 1151778.232421875)
Léman;Bois;Non;Non;Bitume;POINT (2538183.017578125 1151722.8662109375)
Léman;Bois;Oui;Oui;Bitume;POINT (2538377.1923828125 1151482.3095703125)
Léman;Bois;Oui;Oui;Bitume;POINT (2538460.2978515625 1151554.1845703125)
Léman;Bois;Oui;Oui;Bitume;POINT (2538465.9130859375 1151582.4853515625)
Léman;Bois;Non;Non;Bitume;POINT (2538256.015625 1151289.931640625)
Léman;Bois;Oui;Oui;Bitume;POINT (2538388.759765625 1151211.09375)
Léman;Bois;Oui;Oui;Bitume;POINT (2537705.5541992188 1152277.763671875)
Léman;Bois;Oui;Oui;Bitume;POINT (2537352.664794922 1152521.928100586)
Léman;Bois;Oui;Oui;Bitume;POINT (2537067.2143554688 1152377.8973388672)
Léman;Bois;Oui;Oui;Bitume;POINT (2536922.2149658203 1152180.2130126953)
Léman;Bois;Oui;Oui;Bitume;POINT (2536841.397705078 1152074.1271972656)
Léman;Bois;Oui;Oui;Bitume;POINT (2536551.005859375 1152143.22265625)
Léman;Bois;Non;Non;Bitume;POINT (2536623.779296875 1152002.16796875)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536931.214915299 1152711.9658672244)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536931.2950327196 1152713.1326466536)
Béton;Béton;Non;Non;(Pas de seléction);POINT (2537005.8482389078 1152653.0715878394)
Béton;Béton;Non;Non;(Pas de seléction);POINT (2536917.212006633 1152656.7647641844)
Béton;Béton;Non;Non;Bitume;POINT (2537486.330481365 1151918.4988128617)
Léman;Bois;Non;Non;Béton;POINT (2537957.3951241435 1151788.86832316)
Béton (type lugano);Béton;Non;Non;Bitume;POINT (2536933.015770553 1152721.1510625)
Béton (type lugano);Béton;Non;Non;Gravillon;POINT (2536936.6082353224 1152713.708769098)
Léman;Bois;Oui;Oui;Bitume;POINT (2536764.16015625 1151957.470703125)
Léman;Bois;Oui;Oui;Bitume;POINT (2536829.072265625 1151928.271484375)
Léman;Bois;Oui;Oui;Bitume;POINT (2537032.568359375 1151689.9609375)
Léman;Bois;Oui;Oui;Bitume;POINT (2537013.701171875 1151674.6875)
Léman;Bois;Oui;Oui;Bitume;POINT (2537266.162109375 1151403.583984375)
Léman;Bois;Oui;Oui;Bitume;POINT (2538264.1577148438 1152669.8754882812)
Léman;Bois;Oui;Oui;Pavage;POINT (2538252.3095703125 1152640.283203125)
Léman;Bois;Oui;Oui;Pavage;POINT (2538282.3510742188 1152680.5444335938)
Léman;Bois;Oui;Oui;Pavage;POINT (2538281.0034179688 1152681.8920898438)
Léman;Bois;Oui;Oui;Pavage;POINT (2538299.2529296875 1152684.9243164062)
Léman;Bois;Oui;Oui;Pavage;POINT (2538301.162109375 1152691.4379882812)
Léman;Bois;Non;Non;Béton;POINT (2537959.334716797 1151791.7370605469)
Autre;Bois;Oui;Oui;(Pas de seléction);POINT (2538059.780499034 1152503.4362655757)
Autre;Bois;Oui;Oui;(Pas de seléction);POINT (2538057.293648436 1152501.810247877)
Autre;Bois;Oui;Oui;(Pas de seléction);POINT (2538044.6680992465 1152479.7155367949)
Autre;Bois;Oui;Oui;(Pas de seléction);POINT (2538046.007172645 1152482.3936835926)
Autre;Bois;Oui;Oui;(Pas de seléction);POINT (2538050.024392842 1152470.533319202)
Autre;Bois;Oui;Oui;(Pas de seléction);POINT (2538051.459114341 1152467.8551724043)
Autre;Bois;Oui;Oui;(Pas de seléction);POINT (2538062.4586458323 1152469.385542003)
Autre;Bois;Oui;Oui;(Pas de seléction);POINT (2538065.04114453 1152470.9159116019)
Autre;Bois;Oui;Oui;(Pas de seléction);POINT (2538067.623643228 1152472.2549850007)
Autre;Bois;Oui;Oui;(Pas de seléction);POINT (2538088.474929011 1152485.0718303905)
Autre;Bois;Oui;Oui;(Pas de seléction);POINT (2538082.162154416 1152493.8714555833)
Autre;Bois;Oui;Oui;(Pas de seléction);POINT (2538069.058364727 1152498.4625643794)
Autre;Bois;Non;Non;(Pas de seléction);POINT (2538054.232909239 1152472.0636888007)
Autre;Bois;Non;Non;(Pas de seléction);POINT (2538056.241519337 1152473.4984102997)
Autre;Bois;Non;Non;(Pas de seléction);POINT (2538052.79818774 1152474.263595099)
Autre;Bois;Non;Non;(Pas de seléction);POINT (2538055.189390238 1152475.602668498)
Autre;Bois;Non;Non;(Pas de seléction);POINT (2538057.580592736 1152481.4372025933)
Autre;Bois;Non;Non;(Pas de seléction);POINT (2538059.7804990346 1152482.4893316925)
Autre;Bois;Non;Non;(Pas de seléction);POINT (2538061.7891091327 1152483.8284050913)
Autre;Bois;Non;Non;(Pas de seléction);POINT (2538066.8584584286 1152497.4104352803)
Autre;Bois;Oui;Non;(Pas de seléction);POINT (2538344.716188703 1153005.8757344699)
Autre;Bois;Oui;Non;(Pas de seléction);POINT (2538344.907484903 1153002.3367547728)
Autre;Bois;Oui;Non;(Pas de seléction);POINT (2538310.761113231 1152971.8250108976)
Autre;Bois;Oui;Non;(Pas de seléction);POINT (2538305.7874120353 1152974.8857500951)
Autre;Bois;Oui;Non;(Pas de seléction);POINT (2538307.8916702336 1152979.1899145914)
Autre;Bois;Oui;Non;(Pas de seléction);POINT (2538314.682685328 1152964.842699603)
Lausanne;Bois;Oui;Oui;;POINT (2539822.2373661664 1153986.0986103937)
Léman;Bois;Oui;Oui;Bitume;POINT (2539037.4457856445 1151731.0711521425)
Léman;Bois;Oui;Oui;Gravillon;POINT (2539429.1578497943 1151783.604993329)
Lausanne;Bois;Oui;Oui;;POINT (2538743.679954865 1153748.0230878948)
Autre;Bois;Non;Non;(Pas de seléction);POINT (2538057.3892965363 1152468.3334129038)
Autre;Bois;(Pas de seléction);Non;(Pas de seléction);POINT (2538342.3249862054 1153002.8149952723)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537093.499430757 1152744.3690638044)
Autre;Bois;(Pas de seléction);Non;(Pas de seléction);POINT (2538304.5439867363 1152981.9637094892)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537075.127197119 1152746.5109669438)
Léman;Bois;Non;Non;Béton;POINT (2537004.751894062 1152761.2310666144)
Léman;Bois;Oui;Oui;Gravillon;POINT (2536997.465953057 1152772.2500809724)
Lausanne;Bois;Oui;Oui;;POINT (2536697.626437754 1154041.2895866141)
Léman;Bois;Oui;Oui;Bitume;POINT (2539049.785949682 1151733.8917610652)
Léman;Bois;Oui;Oui;;POINT (2540083.5413922286 1153247.7975417902)
Léman;Bois;Oui;Oui;Gravillon;POINT (2538314.7857979657 1152284.4365653715)
Léman;Bois;Oui;Oui;Gravillon;POINT (2538316.684928354 1152278.2797071766)
Léman;Bois;Oui;Oui;Gravillon;POINT (2538314.5713800187 1152278.0959203648)
Léman;Bois;Oui;Oui;Gravillon;POINT (2538312.9479298475 1152278.004026959)
Léman;Bois;Oui;Oui;Gravillon;POINT (2538311.3857419477 1152277.8815024178)
Léman;Bois;Oui;Oui;Gravillon;POINT (2539989.3625763855 1153918.1149527552)
Léman;Bois;Non;Non;Bitume;POINT (2540005.7960864417 1153920.9214045557)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2537923.305261151 1152866.9832517586)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2537923.305261151 1152869.6275726238)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2537927.1835984197 1152867.9528360758)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2537927.0954543906 1152864.6915070089)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537955.125255561 1152820.9720687056)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537958.0340085123 1152821.2365007922)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537954.9489675034 1152823.7045335995)
Léman;Bois;Oui;Oui;(Pas de seléction);POINT (2537957.9458644837 1152823.7045335995)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2537992.1457476728 1152864.6033629798)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2537994.2612043647 1152867.247683845)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537783.773263503 1151275.8953872311)
Léman;Bois;Oui;Oui;Gravillon;POINT (2536967.1280407375 1152654.5422928748)
Léman;Bois;Oui;Oui;Gravillon;POINT (2536969.9540303526 1152654.2965670228)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537781.74595084 1151277.7464118367)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537784.6547037913 1151277.9226998943)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537650.8520680177 1151197.7997776822)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537653.848964998 1151200.0033784031)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537650.058771758 1151201.3255388357)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537647.5907389508 1151183.1678688952)
Léman;Bois;Oui;Oui;Gravillon;POINT (2537645.38713823 1151181.7575644339)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2538278.496316016 1152177.050556712)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2538283.549907003 1152175.8753029944)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2538190.587337923 1152205.6092220552)
Léman;Bois;Non;Non;(Pas de seléction);POINT (2538193.760522961 1152204.551493709)
Léman;Bois;Oui;Oui;Bitume;POINT (2537845.914803831 1152657.420823199)
Léman;Bois;Non;Non;Bitume;POINT (2537841.0228102305 1152659.6684959345)
Léman;Bois;Non;Non;Bitume;POINT (2537837.056328933 1152661.6517365833)
Léman;Bois;Oui;Oui;Gravillon;POINT (2536837.849530742 1152662.3405492755)
Léman;Bois;Oui;Oui;Bitume;POINT (2539475.1521077403 1153285.57420159)
Léman;Bois;Oui;Oui;Bitume;POINT (2539722.625699312 1153625.2848723717)
Léman;Bois;Oui;Oui;Bitume;POINT (2537757.763554474 1153551.6060042933)
Léman;Bois;Oui;Oui;Bitume;POINT (2537946.115548059 1154525.2196181887)
Léman;Bois;Oui;Oui;Bitume;POINT (2539933.352186246 1152817.8641939927)
Léman;Bois;Oui;Oui;Perméable;POINT (2538733.7161800484 1152426.6029367317)
Léman;Bois;Oui;Oui;Perméable;POINT (2538730.084556643 1152427.7416661046)
Léman;Bois;Oui;Oui;Perméable;POINT (2538726.4221567675 1152426.9414778966)
Léman;Bois;Oui;Oui;Bitume;POINT (2540039.643393515 1153921.9791329016)
Léman;Bois;Oui;Oui;Bitume;POINT (2538779.603896135 1152278.7527770621)
Léman;Bois;Oui;Oui;Bitume;POINT (2537053.2901667026 1152048.5447849035)
Léman;Bois;Oui;Oui;Bitume;POINT (2538207.40777445 1153187.3972637581)
Léman;Bois;Oui;Oui;Bitume;POINT (2538200.7600570293 1153200.9389103558)
Léman;Bois;Oui;Oui;Bitume;POINT (2539639.4883708465 1154030.2132172459)
Léman;Bois;Oui;Oui;Bitume;POINT (2539600.8935034145 1153153.52968596)
Léman;Bois;Oui;Oui;Bitume;POINT (2539388.9250644366 1153284.8980265742)
Léman;Bois;Oui;Oui;Pavage;POINT (2539807.661084646 1153656.430659546)
Léman;Bois;Oui;Oui;Bitume;POINT (2539621.4559356915 1153132.9729483405)
Léman;Bois;Oui;Oui;Bitume;POINT (2539622.817608589 1153131.8149597691)
Spadom;Bois;Oui;Non;Bitume;POINT (2537571.3152210405 1152538.9482310559)
Spadom;Bois;Oui;Non;Bitume;POINT (2537579.629348774 1152536.0748388849)
Léman;Bois;Non;Non;Bitume;POINT (2542845.7910517487 1155969.1284631237)
Léman;Bois;Non;Non;Bitume;POINT (2537850.77004542 1152654.8720113097)
Autre;Bois;Oui;Oui;(Pas de seléction);POINT (2543068.7204088666 1156447.9487762267)
Autre;Bois;Oui;Oui;(Pas de seléction);POINT (2543058.8719386137 1156428.9904709903)
Autre;Bois;Oui;Oui;(Pas de seléction);POINT (2543049.7621036298 1156411.2632245352)
Autre;Bois;Oui;Non;Perméable;POINT (2542964.2035183087 1156161.9738212621)
Autre;Bois;Oui;Non;Perméable;POINT (2542962.726247771 1156159.8810213334)
Autre;Bois;Oui;Non;Perméable;POINT (2542959.894812573 1156156.1878449887)
Léman;Bois;Oui;Oui;Bitume;POINT (2537626.5942412913 1152751.4485727253)
Léman;Bois;Oui;Oui;Bitume;POINT (2537624.8844798314 1152747.549081895)
Léman;Bois;Oui;Oui;Bitume;POINT (2539152.6608679625 1152780.225216668)
Léman;Bois;Oui;Oui;Bitume;POINT (2536676.093756021 1153570.2873213044)
Léman;Bois;Oui;Oui;Bitume;POINT (2536674.493379605 1153574.4729211617)
Léman;Bois;Oui;Oui;Pavage;POINT (2537525.527653428 1153040.097012083)
Léman;Bois;Oui;Oui;Bitume;POINT (2537547.4341352233 1152313.9513915335)
Léman;Bois;Oui;Oui;Bitume;POINT (2537549.157331835 1152313.78728225)
Léman;Bois;Oui;Oui;Gravillon;POINT (2538347.563816734 1154866.899983021)
Léman;Bois;Oui;Oui;Gravillon;POINT (2538350.025934297 1154863.0837007982)
