trip_id,route_name,line_name,direction,minute_of_day,lat,lon
1008:1,IC5,Long-distance,East→GE,1054,46.516795,6.629087
1008:1,IC5,Long-distance,East→GE,1055,46.52017,6.620726
1008:1,IC5,Long-distance,East→GE,1056,46.523545,6.612365
1008:1,IC5,Long-distance,East→GE,1057,46.52692,6.604004
1008:1,IC5,Long-distance,East→GE,1058,46.530296,6.595642
1008:1,IC5,Long-distance,East→GE,1059,46.533671,6.587281
1008:1,IC5,Long-distance,East→GE,1060,46.537046,6.57892
1018:1,IC5,Long-distance,GE→East,1280,46.537046,6.57892
1018:1,IC5,Long-distance,GE→East,1281,46.533671,6.587281
1018:1,IC5,Long-distance,GE→East,1282,46.530296,6.595642
1018:1,IC5,Long-distance,GE→East,1283,46.52692,6.604004
1018:1,IC5,Long-distance,GE→East,1284,46.523545,6.612365
1018:1,IC5,Long-distance,GE→East,1285,46.52017,6.620726
1018:1,IC5,Long-distance,GE→East,1286,46.516795,6.629087
101:2,EC,Long-distance,East→GE,688,46.435887,6.910425
101:2,EC,Long-distance,East→GE,689,46.439932,6.896358
101:2,EC,Long-distance,East→GE,690,46.443978,6.882291
101:2,EC,Long-distance,East→GE,691,46.448023,6.868224
101:2,EC,Long-distance,East→GE,692,46.452069,6.854157
101:2,EC,Long-distance,East→GE,693,46.456114,6.840091
101:2,EC,Long-distance,East→GE,694,46.460159,6.826024
101:2,EC,Long-distance,East→GE,695,46.464205,6.811957
101:2,EC,Long-distance,East→GE,696,46.46825,6.79789
101:2,EC,Long-distance,East→GE,697,46.472296,6.783823
101:2,EC,Long-distance,East→GE,698,46.476341,6.769756
101:2,EC,Long-distance,East→GE,699,46.480386,6.755689
101:2,EC,Long-distance,East→GE,700,46.484432,6.741622
101:2,EC,Long-distance,East→GE,701,46.488477,6.727555
101:2,EC,Long-distance,East→GE,702,46.492523,6.713488
101:2,EC,Long-distance,East→GE,703,46.496568,6.699422
101:2,EC,Long-distance,East→GE,704,46.500613,6.685355
101:2,EC,Long-distance,East→GE,705,46.504659,6.671288
101:2,EC,Long-distance,East→GE,706,46.508704,6.657221
101:2,EC,Long-distance,East→GE,707,46.51275,6.643154
101:2,EC,Long-distance,East→GE,708,46.516795,6.629087
101:2,EC,Long-distance,East→GE,709,46.516795,6.629087
101:2,EC,Long-distance,East→GE,710,46.516795,6.629087
101:2,EC,Long-distance,East→GE,711,46.516795,6.629087
101:2,EC,Long-distance,East→GE,712,46.516795,6.629087
101:2,EC,Long-distance,East→GE,713,46.508934,6.616609
101:2,EC,Long-distance,East→GE,714,46.501074,6.60413
101:2,EC,Long-distance,East→GE,715,46.493213,6.591652
101:2,EC,Long-distance,East→GE,716,46.485352,6.579174
101:2,EC,Long-distance,East→GE,717,46.477492,6.566696
101:2,EC,Long-distance,East→GE,718,46.469631,6.554217
101:2,EC,Long-distance,East→GE,719,46.46177,6.541739
101:2,EC,Long-distance,East→GE,720,46.453909,6.529261
101:2,EC,Long-distance,East→GE,721,46.446049,6.516783
101:2,EC,Long-distance,East→GE,722,46.438188,6.504304
101:2,EC,Long-distance,East→GE,723,46.430327,6.491826
101:2,EC,Long-distance,East→GE,724,46.422467,6.479348
101:2,EC,Long-distance,East→GE,725,46.414606,6.46687
101:2,EC,Long-distance,East→GE,726,46.406745,6.454391
101:2,EC,Long-distance,East→GE,727,46.398885,6.441913
101:2,EC,Long-distance,East→GE,728,46.391024,6.429435
101:2,EC,Long-distance,East→GE,729,46.383163,6.416957
101:2,EC,Long-distance,East→GE,730,46.375303,6.404478
101:2,EC,Long-distance,East→GE,731,46.367442,6.392
101:2,EC,Long-distance,East→GE,732,46.359581,6.379522
101:2,EC,Long-distance,East→GE,733,46.35172,6.367044
101:2,EC,Long-distance,East→GE,734,46.34386,6.354565
101:2,EC,Long-distance,East→GE,735,46.335999,6.342087
101:2,EC,Long-distance,East→GE,736,46.328138,6.329609
101:2,EC,Long-distance,East→GE,737,46.320278,6.317131
101:2,EC,Long-distance,East→GE,738,46.312417,6.304652
101:2,EC,Long-distance,East→GE,739,46.304556,6.292174
101:2,EC,Long-distance,East→GE,740,46.296696,6.279696
101:2,EC,Long-distance,East→GE,741,46.288835,6.267218
101:2,EC,Long-distance,East→GE,742,46.280974,6.254739
101:2,EC,Long-distance,East→GE,743,46.273114,6.242261
101:2,EC,Long-distance,East→GE,744,46.265253,6.229783
101:2,EC,Long-distance,East→GE,745,46.257392,6.217305
101:2,EC,Long-distance,East→GE,746,46.249531,6.204826
101:2,EC,Long-distance,East→GE,747,46.241671,6.192348
101:2,EC,Long-distance,East→GE,748,46.23381,6.17987
101:2,EC,Long-distance,East→GE,749,46.225949,6.167392
101:2,EC,Long-distance,East→GE,750,46.218089,6.154913
101:2,EC,Long-distance,East→GE,751,46.210228,6.142435
1028:8,IC5,Long-distance,East→GE,1114,46.516795,6.629087
1028:8,IC5,Long-distance,East→GE,1115,46.52017,6.620726
1028:8,IC5,Long-distance,East→GE,1116,46.523545,6.612365
1028:8,IC5,Long-distance,East→GE,1117,46.52692,6.604004
1028:8,IC5,Long-distance,East→GE,1118,46.530296,6.595642
1028:8,IC5,Long-distance,East→GE,1119,46.533671,6.587281
1028:8,IC5,Long-distance,East→GE,1120,46.537046,6.57892
1034:1,IC5,Long-distance,GE→East,1340,46.537046,6.57892
1034:1,IC5,Long-distance,GE→East,1341,46.533671,6.587281
1034:1,IC5,Long-distance,GE→East,1342,46.530296,6.595642
1034:1,IC5,Long-distance,GE→East,1343,46.52692,6.604004
1034:1,IC5,Long-distance,GE→East,1344,46.523545,6.612365
1034:1,IC5,Long-distance,GE→East,1345,46.52017,6.620726
1034:1,IC5,Long-distance,GE→East,1346,46.516795,6.629087
1044:10,IC5,Long-distance,East→GE,1174,46.516795,6.629087
1044:10,IC5,Long-distance,East→GE,1175,46.52017,6.620726
1044:10,IC5,Long-distance,East→GE,1176,46.523545,6.612365
1044:10,IC5,Long-distance,East→GE,1177,46.52692,6.604004
1044:10,IC5,Long-distance,East→GE,1178,46.530296,6.595642
1044:10,IC5,Long-distance,East→GE,1179,46.533671,6.587281
1044:10,IC5,Long-distance,East→GE,1180,46.537046,6.57892
1051:2,IC5,Long-distance,GE→East,1400,46.537046,6.57892
1051:2,IC5,Long-distance,GE→East,1401,46.533671,6.587281
1051:2,IC5,Long-distance,GE→East,1402,46.530296,6.595642
1051:2,IC5,Long-distance,GE→East,1403,46.52692,6.604004
1051:2,IC5,Long-distance,GE→East,1404,46.523545,6.612365
1051:2,IC5,Long-distance,GE→East,1405,46.52017,6.620726
1051:2,IC5,Long-distance,GE→East,1406,46.516795,6.629087
1063:6,IC5,Long-distance,East→GE,1234,46.516795,6.629087
1063:6,IC5,Long-distance,East→GE,1235,46.52017,6.620726
1063:6,IC5,Long-distance,East→GE,1236,46.523545,6.612365
1063:6,IC5,Long-distance,East→GE,1237,46.52692,6.604004
1063:6,IC5,Long-distance,East→GE,1238,46.530296,6.595642
1063:6,IC5,Long-distance,East→GE,1239,46.533671,6.587281
1063:6,IC5,Long-distance,East→GE,1240,46.537046,6.57892
1070:8,IC5,Long-distance,GE→East,1439,46.537046,6.57892
1070:8,IC5,Long-distance,GE→East,1439,46.533671,6.587281
1070:8,IC5,Long-distance,GE→East,1439,46.530296,6.595642
1070:8,IC5,Long-distance,GE→East,1439,46.52692,6.604004
1070:8,IC5,Long-distance,GE→East,1439,46.523545,6.612365
1070:8,IC5,Long-distance,GE→East,1439,46.52017,6.620726
1070:8,IC5,Long-distance,GE→East,1439,46.516795,6.629087
1083:8,IC5,Long-distance,East→GE,1294,46.516795,6.629087
1083:8,IC5,Long-distance,East→GE,1295,46.52017,6.620726
1083:8,IC5,Long-distance,East→GE,1296,46.523545,6.612365
1083:8,IC5,Long-distance,East→GE,1297,46.52692,6.604004
1083:8,IC5,Long-distance,East→GE,1298,46.530296,6.595642
1083:8,IC5,Long-distance,East→GE,1299,46.533671,6.587281
1083:8,IC5,Long-distance,East→GE,1300,46.537046,6.57892
110:3,EC,Long-distance,GE→East,327,46.210228,6.142435
110:3,EC,Long-distance,GE→East,328,46.218089,6.154913
110:3,EC,Long-distance,GE→East,329,46.225949,6.167392
110:3,EC,Long-distance,GE→East,330,46.23381,6.17987
110:3,EC,Long-distance,GE→East,331,46.241671,6.192348
110:3,EC,Long-distance,GE→East,332,46.249531,6.204826
110:3,EC,Long-distance,GE→East,333,46.257392,6.217305
110:3,EC,Long-distance,GE→East,334,46.265253,6.229783
110:3,EC,Long-distance,GE→East,335,46.273114,6.242261
110:3,EC,Long-distance,GE→East,336,46.280974,6.254739
110:3,EC,Long-distance,GE→East,337,46.288835,6.267218
110:3,EC,Long-distance,GE→East,338,46.296696,6.279696
110:3,EC,Long-distance,GE→East,339,46.304556,6.292174
110:3,EC,Long-distance,GE→East,340,46.312417,6.304652
110:3,EC,Long-distance,GE→East,341,46.320278,6.317131
110:3,EC,Long-distance,GE→East,342,46.328138,6.329609
110:3,EC,Long-distance,GE→East,343,46.335999,6.342087
110:3,EC,Long-distance,GE→East,344,46.34386,6.354565
110:3,EC,Long-distance,GE→East,345,46.35172,6.367044
110:3,EC,Long-distance,GE→East,346,46.359581,6.379522
110:3,EC,Long-distance,GE→East,347,46.367442,6.392
110:3,EC,Long-distance,GE→East,348,46.375303,6.404478
110:3,EC,Long-distance,GE→East,349,46.383163,6.416957
110:3,EC,Long-distance,GE→East,350,46.391024,6.429435
110:3,EC,Long-distance,GE→East,351,46.398885,6.441913
110:3,EC,Long-distance,GE→East,352,46.406745,6.454391
110:3,EC,Long-distance,GE→East,353,46.414606,6.46687
110:3,EC,Long-distance,GE→East,354,46.422467,6.479348
110:3,EC,Long-distance,GE→East,355,46.430327,6.491826
110:3,EC,Long-distance,GE→East,356,46.438188,6.504304
110:3,EC,Long-distance,GE→East,357,46.446049,6.516783
110:3,EC,Long-distance,GE→East,358,46.453909,6.529261
110:3,EC,Long-distance,GE→East,359,46.46177,6.541739
110:3,EC,Long-distance,GE→East,360,46.469631,6.554217
110:3,EC,Long-distance,GE→East,361,46.477492,6.566696
110:3,EC,Long-distance,GE→East,362,46.485352,6.579174
110:3,EC,Long-distance,GE→East,363,46.493213,6.591652
110:3,EC,Long-distance,GE→East,364,46.501074,6.60413
110:3,EC,Long-distance,GE→East,365,46.508934,6.616609
110:3,EC,Long-distance,GE→East,366,46.516795,6.629087
110:3,EC,Long-distance,GE→East,367,46.516795,6.629087
110:3,EC,Long-distance,GE→East,368,46.516795,6.629087
110:3,EC,Long-distance,GE→East,369,46.516795,6.629087
110:3,EC,Long-distance,GE→East,370,46.516795,6.629087
110:3,EC,Long-distance,GE→East,371,46.51275,6.643154
110:3,EC,Long-distance,GE→East,372,46.508704,6.657221
110:3,EC,Long-distance,GE→East,373,46.504659,6.671288
110:3,EC,Long-distance,GE→East,374,46.500613,6.685355
110:3,EC,Long-distance,GE→East,375,46.496568,6.699422
110:3,EC,Long-distance,GE→East,376,46.492523,6.713488
110:3,EC,Long-distance,GE→East,377,46.488477,6.727555
110:3,EC,Long-distance,GE→East,378,46.484432,6.741622
110:3,EC,Long-distance,GE→East,379,46.480386,6.755689
110:3,EC,Long-distance,GE→East,380,46.476341,6.769756
110:3,EC,Long-distance,GE→East,381,46.472296,6.783823
110:3,EC,Long-distance,GE→East,382,46.46825,6.79789
110:3,EC,Long-distance,GE→East,383,46.464205,6.811957
110:3,EC,Long-distance,GE→East,384,46.460159,6.826024
110:3,EC,Long-distance,GE→East,385,46.456114,6.840091
110:3,EC,Long-distance,GE→East,386,46.452069,6.854157
110:3,EC,Long-distance,GE→East,387,46.448023,6.868224
110:3,EC,Long-distance,GE→East,388,46.443978,6.882291
110:3,EC,Long-distance,GE→East,389,46.439932,6.896358
110:3,EC,Long-distance,GE→East,390,46.435887,6.910425
1113:23,IC5,Long-distance,East→GE,1354,46.516795,6.629087
1113:23,IC5,Long-distance,East→GE,1355,46.52017,6.620726
1113:23,IC5,Long-distance,East→GE,1356,46.523545,6.612365
1113:23,IC5,Long-distance,East→GE,1357,46.52692,6.604004
1113:23,IC5,Long-distance,East→GE,1358,46.530296,6.595642
1113:23,IC5,Long-distance,East→GE,1359,46.533671,6.587281
1113:23,IC5,Long-distance,East→GE,1360,46.537046,6.57892
11740:10,R,Regional,East→GE,312,46.542766,6.83786
11740:10,R,Regional,East→GE,313,46.534611,6.82583
11740:10,R,Regional,East→GE,314,46.526457,6.8138
11740:10,R,Regional,East→GE,315,46.518302,6.80177
11740:10,R,Regional,East→GE,316,46.510147,6.78974
11740:10,R,Regional,East→GE,317,46.501993,6.77771
11740:10,R,Regional,East→GE,318,46.493838,6.76568
11740:10,R,Regional,East→GE,319,46.49446,6.757072
11740:10,R,Regional,East→GE,320,46.495082,6.748464
11740:10,R,Regional,East→GE,321,46.495704,6.739857
11740:10,R,Regional,East→GE,322,46.496326,6.731249
11740:10,R,Regional,East→GE,323,46.496948,6.722641
11740:10,R,Regional,East→GE,324,46.502328,6.707863
11740:10,R,Regional,East→GE,325,46.507707,6.693085
11740:10,R,Regional,East→GE,326,46.513087,6.678307
11740:10,R,Regional,East→GE,327,46.513705,6.670104
11740:10,R,Regional,East→GE,328,46.514323,6.6619
11740:10,R,Regional,East→GE,329,46.514941,6.653697
11740:10,R,Regional,East→GE,330,46.515559,6.645494
11740:10,R,Regional,East→GE,331,46.516177,6.63729
11740:10,R,Regional,East→GE,332,46.516795,6.629087
11741:1,R,Regional,East→GE,372,46.542766,6.83786
11741:1,R,Regional,East→GE,373,46.534611,6.82583
11741:1,R,Regional,East→GE,374,46.526457,6.8138
11741:1,R,Regional,East→GE,375,46.518302,6.80177
11741:1,R,Regional,East→GE,376,46.510147,6.78974
11741:1,R,Regional,East→GE,377,46.501993,6.77771
11741:1,R,Regional,East→GE,378,46.493838,6.76568
11741:1,R,Regional,East→GE,379,46.49446,6.757072
11741:1,R,Regional,East→GE,380,46.495082,6.748464
11741:1,R,Regional,East→GE,381,46.495704,6.739857
11741:1,R,Regional,East→GE,382,46.496326,6.731249
11741:1,R,Regional,East→GE,383,46.496948,6.722641
11741:1,R,Regional,East→GE,384,46.502328,6.707863
11741:1,R,Regional,East→GE,385,46.507707,6.693085
11741:1,R,Regional,East→GE,386,46.513087,6.678307
11741:1,R,Regional,East→GE,387,46.513705,6.670104
11741:1,R,Regional,East→GE,388,46.514323,6.6619
11741:1,R,Regional,East→GE,389,46.514941,6.653697
11741:1,R,Regional,East→GE,390,46.515559,6.645494
11741:1,R,Regional,East→GE,391,46.516177,6.63729
11741:1,R,Regional,East→GE,392,46.516795,6.629087
11745:1,R,Regional,East→GE,432,46.542766,6.83786
11745:1,R,Regional,East→GE,433,46.534611,6.82583
11745:1,R,Regional,East→GE,434,46.526457,6.8138
11745:1,R,Regional,East→GE,435,46.518302,6.80177
11745:1,R,Regional,East→GE,436,46.510147,6.78974
11745:1,R,Regional,East→GE,437,46.501993,6.77771
11745:1,R,Regional,East→GE,438,46.493838,6.76568
11745:1,R,Regional,East→GE,439,46.49446,6.757072
11745:1,R,Regional,East→GE,440,46.495082,6.748464
11745:1,R,Regional,East→GE,441,46.495704,6.739857
11745:1,R,Regional,East→GE,442,46.496326,6.731249
11745:1,R,Regional,East→GE,443,46.496948,6.722641
11745:1,R,Regional,East→GE,444,46.502328,6.707863
11745:1,R,Regional,East→GE,445,46.507707,6.693085
11745:1,R,Regional,East→GE,446,46.513087,6.678307
11745:1,R,Regional,East→GE,447,46.513705,6.670104
11745:1,R,Regional,East→GE,448,46.514323,6.6619
11745:1,R,Regional,East→GE,449,46.514941,6.653697
11745:1,R,Regional,East→GE,450,46.515559,6.645494
11745:1,R,Regional,East→GE,451,46.516177,6.63729
11745:1,R,Regional,East→GE,452,46.516795,6.629087
11749:5,R,Regional,GE→East,325,46.516795,6.629087
11749:5,R,Regional,GE→East,326,46.516053,6.638931
11749:5,R,Regional,GE→East,327,46.515312,6.648775
11749:5,R,Regional,GE→East,328,46.51457,6.658619
11749:5,R,Regional,GE→East,329,46.513829,6.668463
11749:5,R,Regional,GE→East,330,46.513087,6.678307
11749:5,R,Regional,GE→East,331,46.509859,6.687174
11749:5,R,Regional,GE→East,332,46.506631,6.696041
11749:5,R,Regional,GE→East,333,46.503404,6.704907
11749:5,R,Regional,GE→East,334,46.500176,6.713774
11749:5,R,Regional,GE→East,335,46.496948,6.722641
11749:5,R,Regional,GE→East,336,46.496948,6.722641
11749:5,R,Regional,GE→East,337,46.496171,6.733401
11749:5,R,Regional,GE→East,338,46.495393,6.74416
11749:5,R,Regional,GE→East,339,46.494615,6.75492
11749:5,R,Regional,GE→East,340,46.493838,6.76568
11749:5,R,Regional,GE→East,341,46.501993,6.77771
11749:5,R,Regional,GE→East,342,46.510147,6.78974
11749:5,R,Regional,GE→East,343,46.518302,6.80177
11749:5,R,Regional,GE→East,344,46.526457,6.8138
11749:5,R,Regional,GE→East,345,46.534611,6.82583
11749:5,R,Regional,GE→East,346,46.542766,6.83786
11750:1,R,Regional,East→GE,492,46.542766,6.83786
11750:1,R,Regional,East→GE,493,46.534611,6.82583
11750:1,R,Regional,East→GE,494,46.526457,6.8138
11750:1,R,Regional,East→GE,495,46.518302,6.80177
11750:1,R,Regional,East→GE,496,46.510147,6.78974
11750:1,R,Regional,East→GE,497,46.501993,6.77771
11750:1,R,Regional,East→GE,498,46.493838,6.76568
11750:1,R,Regional,East→GE,499,46.49446,6.757072
11750:1,R,Regional,East→GE,500,46.495082,6.748464
11750:1,R,Regional,East→GE,501,46.495704,6.739857
11750:1,R,Regional,East→GE,502,46.496326,6.731249
11750:1,R,Regional,East→GE,503,46.496948,6.722641
11750:1,R,Regional,East→GE,504,46.502328,6.707863
11750:1,R,Regional,East→GE,505,46.507707,6.693085
11750:1,R,Regional,East→GE,506,46.513087,6.678307
11750:1,R,Regional,East→GE,507,46.513705,6.670104
11750:1,R,Regional,East→GE,508,46.514323,6.6619
11750:1,R,Regional,East→GE,509,46.514941,6.653697
11750:1,R,Regional,East→GE,510,46.515559,6.645494
11750:1,R,Regional,East→GE,511,46.516177,6.63729
11750:1,R,Regional,East→GE,512,46.516795,6.629087
11754:2,R,Regional,GE→East,385,46.516795,6.629087
11754:2,R,Regional,GE→East,386,46.516053,6.638931
11754:2,R,Regional,GE→East,387,46.515312,6.648775
11754:2,R,Regional,GE→East,388,46.51457,6.658619
11754:2,R,Regional,GE→East,389,46.513829,6.668463
11754:2,R,Regional,GE→East,390,46.513087,6.678307
11754:2,R,Regional,GE→East,391,46.509859,6.687174
11754:2,R,Regional,GE→East,392,46.506631,6.696041
11754:2,R,Regional,GE→East,393,46.503404,6.704907
11754:2,R,Regional,GE→East,394,46.500176,6.713774
11754:2,R,Regional,GE→East,395,46.496948,6.722641
11754:2,R,Regional,GE→East,396,46.496948,6.722641
11754:2,R,Regional,GE→East,397,46.496171,6.733401
11754:2,R,Regional,GE→East,398,46.495393,6.74416
11754:2,R,Regional,GE→East,399,46.494615,6.75492
11754:2,R,Regional,GE→East,400,46.493838,6.76568
11754:2,R,Regional,GE→East,401,46.501993,6.77771
11754:2,R,Regional,GE→East,402,46.510147,6.78974
11754:2,R,Regional,GE→East,403,46.518302,6.80177
11754:2,R,Regional,GE→East,404,46.526457,6.8138
11754:2,R,Regional,GE→East,405,46.534611,6.82583
11754:2,R,Regional,GE→East,406,46.542766,6.83786
11758:1,R,Regional,East→GE,552,46.542766,6.83786
11758:1,R,Regional,East→GE,553,46.534611,6.82583
11758:1,R,Regional,East→GE,554,46.526457,6.8138
11758:1,R,Regional,East→GE,555,46.518302,6.80177
11758:1,R,Regional,East→GE,556,46.510147,6.78974
11758:1,R,Regional,East→GE,557,46.501993,6.77771
11758:1,R,Regional,East→GE,558,46.493838,6.76568
11758:1,R,Regional,East→GE,559,46.49446,6.757072
11758:1,R,Regional,East→GE,560,46.495082,6.748464
11758:1,R,Regional,East→GE,561,46.495704,6.739857
11758:1,R,Regional,East→GE,562,46.496326,6.731249
11758:1,R,Regional,East→GE,563,46.496948,6.722641
11758:1,R,Regional,East→GE,564,46.502328,6.707863
11758:1,R,Regional,East→GE,565,46.507707,6.693085
11758:1,R,Regional,East→GE,566,46.513087,6.678307
11758:1,R,Regional,East→GE,567,46.513705,6.670104
11758:1,R,Regional,East→GE,568,46.514323,6.6619
11758:1,R,Regional,East→GE,569,46.514941,6.653697
11758:1,R,Regional,East→GE,570,46.515559,6.645494
11758:1,R,Regional,East→GE,571,46.516177,6.63729
11758:1,R,Regional,East→GE,572,46.516795,6.629087
11763:2,R,Regional,GE→East,445,46.516795,6.629087
11763:2,R,Regional,GE→East,446,46.516053,6.638931
11763:2,R,Regional,GE→East,447,46.515312,6.648775
11763:2,R,Regional,GE→East,448,46.51457,6.658619
11763:2,R,Regional,GE→East,449,46.513829,6.668463
11763:2,R,Regional,GE→East,450,46.513087,6.678307
11763:2,R,Regional,GE→East,451,46.509859,6.687174
11763:2,R,Regional,GE→East,452,46.506631,6.696041
11763:2,R,Regional,GE→East,453,46.503404,6.704907
11763:2,R,Regional,GE→East,454,46.500176,6.713774
11763:2,R,Regional,GE→East,455,46.496948,6.722641
11763:2,R,Regional,GE→East,456,46.496948,6.722641
11763:2,R,Regional,GE→East,457,46.496171,6.733401
11763:2,R,Regional,GE→East,458,46.495393,6.74416
11763:2,R,Regional,GE→East,459,46.494615,6.75492
11763:2,R,Regional,GE→East,460,46.493838,6.76568
11763:2,R,Regional,GE→East,461,46.501993,6.77771
11763:2,R,Regional,GE→East,462,46.510147,6.78974
11763:2,R,Regional,GE→East,463,46.518302,6.80177
11763:2,R,Regional,GE→East,464,46.526457,6.8138
11763:2,R,Regional,GE→East,465,46.534611,6.82583
11763:2,R,Regional,GE→East,466,46.542766,6.83786
11767:1,R,Regional,East→GE,612,46.542766,6.83786
11767:1,R,Regional,East→GE,613,46.534611,6.82583
11767:1,R,Regional,East→GE,614,46.526457,6.8138
11767:1,R,Regional,East→GE,615,46.518302,6.80177
11767:1,R,Regional,East→GE,616,46.510147,6.78974
11767:1,R,Regional,East→GE,617,46.501993,6.77771
11767:1,R,Regional,East→GE,618,46.493838,6.76568
11767:1,R,Regional,East→GE,619,46.49446,6.757072
11767:1,R,Regional,East→GE,620,46.495082,6.748464
11767:1,R,Regional,East→GE,621,46.495704,6.739857
11767:1,R,Regional,East→GE,622,46.496326,6.731249
11767:1,R,Regional,East→GE,623,46.496948,6.722641
11767:1,R,Regional,East→GE,624,46.502328,6.707863
11767:1,R,Regional,East→GE,625,46.507707,6.693085
11767:1,R,Regional,East→GE,626,46.513087,6.678307
11767:1,R,Regional,East→GE,627,46.513705,6.670104
11767:1,R,Regional,East→GE,628,46.514323,6.6619
11767:1,R,Regional,East→GE,629,46.514941,6.653697
11767:1,R,Regional,East→GE,630,46.515559,6.645494
11767:1,R,Regional,East→GE,631,46.516177,6.63729
11767:1,R,Regional,East→GE,632,46.516795,6.629087
11771:2,R,Regional,GE→East,505,46.516795,6.629087
11771:2,R,Regional,GE→East,506,46.516053,6.638931
11771:2,R,Regional,GE→East,507,46.515312,6.648775
11771:2,R,Regional,GE→East,508,46.51457,6.658619
11771:2,R,Regional,GE→East,509,46.513829,6.668463
11771:2,R,Regional,GE→East,510,46.513087,6.678307
11771:2,R,Regional,GE→East,511,46.509859,6.687174
11771:2,R,Regional,GE→East,512,46.506631,6.696041
11771:2,R,Regional,GE→East,513,46.503404,6.704907
11771:2,R,Regional,GE→East,514,46.500176,6.713774
11771:2,R,Regional,GE→East,515,46.496948,6.722641
11771:2,R,Regional,GE→East,516,46.496948,6.722641
11771:2,R,Regional,GE→East,517,46.496171,6.733401
11771:2,R,Regional,GE→East,518,46.495393,6.74416
11771:2,R,Regional,GE→East,519,46.494615,6.75492
11771:2,R,Regional,GE→East,520,46.493838,6.76568
11771:2,R,Regional,GE→East,521,46.501993,6.77771
11771:2,R,Regional,GE→East,522,46.510147,6.78974
11771:2,R,Regional,GE→East,523,46.518302,6.80177
11771:2,R,Regional,GE→East,524,46.526457,6.8138
11771:2,R,Regional,GE→East,525,46.534611,6.82583
11771:2,R,Regional,GE→East,526,46.542766,6.83786
11775:1,R,Regional,East→GE,672,46.542766,6.83786
11775:1,R,Regional,East→GE,673,46.534611,6.82583
11775:1,R,Regional,East→GE,674,46.526457,6.8138
11775:1,R,Regional,East→GE,675,46.518302,6.80177
11775:1,R,Regional,East→GE,676,46.510147,6.78974
11775:1,R,Regional,East→GE,677,46.501993,6.77771
11775:1,R,Regional,East→GE,678,46.493838,6.76568
11775:1,R,Regional,East→GE,679,46.49446,6.757072
11775:1,R,Regional,East→GE,680,46.495082,6.748464
11775:1,R,Regional,East→GE,681,46.495704,6.739857
11775:1,R,Regional,East→GE,682,46.496326,6.731249
11775:1,R,Regional,East→GE,683,46.496948,6.722641
11775:1,R,Regional,East→GE,684,46.502328,6.707863
11775:1,R,Regional,East→GE,685,46.507707,6.693085
11775:1,R,Regional,East→GE,686,46.513087,6.678307
11775:1,R,Regional,East→GE,687,46.513705,6.670104
11775:1,R,Regional,East→GE,688,46.514323,6.6619
11775:1,R,Regional,East→GE,689,46.514941,6.653697
11775:1,R,Regional,East→GE,690,46.515559,6.645494
11775:1,R,Regional,East→GE,691,46.516177,6.63729
11775:1,R,Regional,East→GE,692,46.516795,6.629087
11779:1,R,Regional,GE→East,565,46.516795,6.629087
11779:1,R,Regional,GE→East,566,46.516053,6.638931
11779:1,R,Regional,GE→East,567,46.515312,6.648775
11779:1,R,Regional,GE→East,568,46.51457,6.658619
11779:1,R,Regional,GE→East,569,46.513829,6.668463
11779:1,R,Regional,GE→East,570,46.513087,6.678307
11779:1,R,Regional,GE→East,571,46.509859,6.687174
11779:1,R,Regional,GE→East,572,46.506631,6.696041
11779:1,R,Regional,GE→East,573,46.503404,6.704907
11779:1,R,Regional,GE→East,574,46.500176,6.713774
11779:1,R,Regional,GE→East,575,46.496948,6.722641
11779:1,R,Regional,GE→East,576,46.496948,6.722641
11779:1,R,Regional,GE→East,577,46.496171,6.733401
11779:1,R,Regional,GE→East,578,46.495393,6.74416
11779:1,R,Regional,GE→East,579,46.494615,6.75492
11779:1,R,Regional,GE→East,580,46.493838,6.76568
11779:1,R,Regional,GE→East,581,46.501993,6.77771
11779:1,R,Regional,GE→East,582,46.510147,6.78974
11779:1,R,Regional,GE→East,583,46.518302,6.80177
11779:1,R,Regional,GE→East,584,46.526457,6.8138
11779:1,R,Regional,GE→East,585,46.534611,6.82583
11779:1,R,Regional,GE→East,586,46.542766,6.83786
11783:1,R,Regional,East→GE,732,46.542766,6.83786
11783:1,R,Regional,East→GE,733,46.534611,6.82583
11783:1,R,Regional,East→GE,734,46.526457,6.8138
11783:1,R,Regional,East→GE,735,46.518302,6.80177
11783:1,R,Regional,East→GE,736,46.510147,6.78974
11783:1,R,Regional,East→GE,737,46.501993,6.77771
11783:1,R,Regional,East→GE,738,46.493838,6.76568
11783:1,R,Regional,East→GE,739,46.49446,6.757072
11783:1,R,Regional,East→GE,740,46.495082,6.748464
11783:1,R,Regional,East→GE,741,46.495704,6.739857
11783:1,R,Regional,East→GE,742,46.496326,6.731249
11783:1,R,Regional,East→GE,743,46.496948,6.722641
11783:1,R,Regional,East→GE,744,46.502328,6.707863
11783:1,R,Regional,East→GE,745,46.507707,6.693085
11783:1,R,Regional,East→GE,746,46.513087,6.678307
11783:1,R,Regional,East→GE,747,46.513705,6.670104
11783:1,R,Regional,East→GE,748,46.514323,6.6619
11783:1,R,Regional,East→GE,749,46.514941,6.653697
11783:1,R,Regional,East→GE,750,46.515559,6.645494
11783:1,R,Regional,East→GE,751,46.516177,6.63729
11783:1,R,Regional,East→GE,752,46.516795,6.629087
11787:2,R,Regional,GE→East,625,46.516795,6.629087
